question_id,question,ground_truth,method,answer,f1_score,exact_match,input_tokens,output_tokens,total_tokens,cost_usd,efficiency,llm_calls,docs_retrieved,avg_similarity
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k3,U2,1.0,1,442,78,520,0.000682,0.15985,1,3,0.5853
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k5,U2 released “With or Without You” first.,0.25,0,665,93,758,0.000917,0.0377,1,5,0.5103
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_think,Laurie Metcalf,1.0,1,70,79,149,0.000408,0.19958,1,,
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k3,Laurie Metcalf,1.0,1,554,66,620,0.000713,0.15549,1,3,0.547
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k5,Laurie Metcalf,1.0,1,853,44,897,0.000838,0.14706,1,5,0.526
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_think,London,0.0,0,80,51,131,0.000289,0.0,1,,
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k3,"Nairobi, Kenya",1.0,1,480,72,552,0.000684,0.15834,1,3,0.4902
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k5,"Nairobi, Kenya",1.0,1,762,65,827,0.000864,0.14883,1,5,0.3809
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_think,**Cyclic Defrost**,1.0,1,82,107,189,0.000543,0.19058,1,,
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k3,Cyclic Defrost,1.0,1,336,48,384,0.000468,0.16798,1,3,0.5022
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k5,Cyclic Defrost,1.0,1,531,48,579,0.000614,0.15716,1,5,0.4496
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_think,"About 23,000 people.",0.0,0,75,76,151,0.000398,0.0,1,,
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k3,729,0.4,0,373,62,435,0.000559,0.06581,1,3,0.5516
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k5,729,0.4,0,632,64,696,0.000762,0.0611,1,5,0.4741
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_think,The Pogues.,0.0,0,74,80,154,0.000415,0.0,1,,
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k3,Francis McPeake’s “Wild Mountain Thyme” — ultimately based on Robert Tannahill’s “The Braes of Balquhither.”,0.1176,0,477,155,632,0.001055,0.01824,1,3,0.5366
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k5,Robert Tannahill’s song “The Braes of Balquhither.”,0.0,0,750,96,846,0.000994,0.0,1,5,0.5125
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_think,*Slaughterhouse-Five*,1.0,1,81,54,135,0.000304,0.20356,1,,
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k3,Slaughterhouse-Five,1.0,1,511,66,577,0.00068,0.15724,1,3,0.4438
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k5,Slaughterhouse-Five,1.0,1,741,55,796,0.000803,0.14968,1,5,0.3986
18,What class of instrument does Apatim Majumdar play?,strings,always_think,String instrument (sitar),0.0,0,69,54,123,0.000295,0.0,1,,
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k3,"He plays the sarod, which is a stringed instrument.",0.0,0,435,66,501,0.000623,0.0,1,3,0.5271
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k5,A stringed instrument (the sarod).,0.0,0,810,63,873,0.000891,0.0,1,5,0.4719
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_think,**Ride a Wild Pony**,1.0,1,79,98,177,0.0005,0.19298,1,,
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k3,Ride a Wild Pony,1.0,1,409,65,474,0.000599,0.16225,1,3,0.6346
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k5,Ride a Wild Pony,1.0,1,727,65,792,0.000838,0.14979,1,5,0.6003
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_think,Dogs,1.0,1,71,40,111,0.000233,0.21193,1,,
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k3,Dogs,1.0,1,415,36,451,0.000473,0.16357,1,3,0.4554
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k5,Dogs,1.0,1,684,36,720,0.000675,0.15196,1,5,0.367
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_think,Classical realism,0.3333,0,73,68,141,0.000361,0.06726,1,,
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k3,Classical realism,0.3333,0,409,37,446,0.000473,0.05462,1,3,0.6423
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k5,Classical realism,0.3333,0,936,37,973,0.000869,0.04844,1,5,0.5957
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_think,The Royal Air Force (RAF).,0.8571,0,73,69,142,0.000365,0.17271,1,,
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k3,Both were part of the Royal Air Force (RAF).,0.5455,0,346,68,414,0.000566,0.09048,1,3,0.604
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k5,Both were part of the Royal Air Force (RAF).,0.5455,0,593,76,669,0.000787,0.08382,1,5,0.5703
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_think,They spoke Sámi.,0.0,0,76,77,153,0.000403,0.0,1,,
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k3,Norwegian,0.6667,0,358,57,415,0.000525,0.11055,1,3,0.4848
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k5,Norwegian language,1.0,1,662,54,716,0.00074,0.15209,1,5,0.4043
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_think,The Parthian Empire.,1.0,1,84,69,153,0.000374,0.19853,1,,
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k3,The Parthian Empire,1.0,1,436,57,493,0.000584,0.16122,1,3,0.5925
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k5,The Parthian Empire,1.0,1,574,57,631,0.000687,0.15507,1,5,0.5266
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_think,Stone Brewing,1.0,1,85,52,137,0.000298,0.20295,1,,
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k3,Stone Brewing Co.,0.8,0,341,55,396,0.000503,0.13369,1,3,0.5898
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k5,Stone Brewing Co.,0.8,0,559,46,605,0.000626,0.12487,1,5,0.5478
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_think,Tim Cluess,1.0,1,80,107,187,0.000541,0.19097,1,,
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k3,Steve Prohm,0.0,0,401,121,522,0.000845,0.0,1,3,0.3792
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k5,Tim Cluess,1.0,1,706,94,800,0.000952,0.14957,1,5,0.3414
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_think,The Russian Civil War.,0.3333,0,82,71,153,0.000381,0.06618,1,,
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k3,The Cold War.,0.8,0,554,112,666,0.000919,0.12302,1,3,0.5672
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k5,The Great Game.,0.0,0,870,147,1017,0.001314,0.0,1,5,0.5268
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_think,It’s about 100 miles (160 km) from Sacramento.,0.4615,0,69,80,149,0.000412,0.09211,1,,
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k3,About 115 miles (185 km) south of Sacramento.,0.7692,0,408,86,494,0.000693,0.12398,1,3,0.4947
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k5,About 115 miles (185 km) from Sacramento.,0.8333,0,716,81,797,0.000901,0.12471,1,5,0.4541
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_think,Pul-e Alam,0.5,0,76,42,118,0.000246,0.10462,1,,
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k3,Pul-i-Alam,0.0,0,416,68,484,0.000618,0.0,1,3,0.6588
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k5,Puli Alam,1.0,1,556,47,603,0.000628,0.15616,1,5,0.5667
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_think,"**3,906**",0.0,0,75,61,136,0.000331,0.0,1,,
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k3,303,0.0,0,325,50,375,0.000469,0.0,1,3,0.5218
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k5,310,1.0,1,519,42,561,0.000578,0.15794,1,5,0.4655
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_think,**Kitty Hawk**,1.0,1,78,48,126,0.000274,0.20643,1,,
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k3,Kitty Hawk,1.0,1,476,50,526,0.000582,0.15956,1,3,0.5595
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k5,Kitty Hawk,1.0,1,830,45,875,0.000825,0.14759,1,5,0.5222
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_think,"Marvel Comics, especially S.H.I.E.L.D.-related series.",0.3333,0,72,97,169,0.00049,0.0649,1,,
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k3,**Nick Fury vs. S.H.I.E.L.D.**,0.0,0,402,84,486,0.000679,0.0,1,3,0.6283
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k5,**Nick Fury vs. S.H.I.E.L.D.**,0.0,0,498,93,591,0.000792,0.0,1,5,0.6182
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_think,Bing Crosby,0.5714,0,87,42,129,0.000254,0.1174,1,,
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k3,Bing Crosby,0.5714,0,322,39,361,0.000417,0.09699,1,3,0.5199
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k5,Bing Crosby,0.5714,0,545,49,594,0.000629,0.08945,1,5,0.488
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_think,Daniel Schulman,0.0,0,79,65,144,0.000352,0.0,1,,
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k3,Jane Mayer,1.0,1,500,69,569,0.000686,0.15759,1,3,0.6498
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k5,Jane Mayer,1.0,1,741,56,797,0.000808,0.14965,1,5,0.6302
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_think,Albany County,0.6667,0,80,61,141,0.000334,0.13452,1,,
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k3,Albany County,0.6667,0,633,64,697,0.000763,0.10181,1,3,0.6597
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k5,Albany County,0.6667,0,976,61,1037,0.001007,0.09599,1,5,0.6273
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_think,Chiwetel Ejiofor,1.0,1,74,54,128,0.000298,0.20577,1,,
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k3,Chiwetel Ejiofor,1.0,1,535,72,607,0.000725,0.156,1,3,0.4296
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k5,Chiwetel Ejiofor,1.0,1,597,63,660,0.000731,0.15399,1,5,0.3716
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_think,Agra,1.0,1,70,57,127,0.000309,0.2061,1,,
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k3,Agra,1.0,1,353,51,404,0.000494,0.16656,1,3,0.572
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k5,Agra,1.0,1,534,82,616,0.00077,0.15565,1,5,0.5524
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_think,**Rome**,1.0,1,84,88,172,0.000459,0.19405,1,,
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k3,Rome,1.0,1,386,79,465,0.000645,0.16276,1,3,0.5463
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k5,Rome,1.0,1,533,76,609,0.000742,0.15592,1,5,0.538
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_think,Shire River,0.0,0,78,58,136,0.000319,0.0,1,,
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k3,Mwabvi River,0.0,0,381,55,436,0.000533,0.0,1,3,0.5224
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k5,Mwabvi River,0.0,0,652,58,710,0.00075,0.0,1,5,0.4682
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_think,Smoothie King Center,1.0,1,75,50,125,0.000281,0.20677,1,,
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k3,Smoothie King Center,1.0,1,365,57,422,0.00053,0.16536,1,3,0.5148
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k5,Smoothie King Center,1.0,1,582,49,631,0.000657,0.15507,1,5,0.48
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_think,"Their trademark jam-band improvisation, especially extended harmonica-driven solos.",0.0,0,73,75,148,0.000392,0.0,1,,
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k3,John Popper’s harmonica-driven jam band sound,0.0,0,273,74,347,0.000538,0.0,1,3,0.6498
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k5,"Their trademark jam band sound, especially John Popper’s harmonica-driven playing.",0.0,0,422,76,498,0.000659,0.0,1,5,0.6264
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_think,William McGonagall,0.0,0,77,68,145,0.000364,0.0,1,,
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k3,Lady Charlotte Elliot,0.4,0,253,96,349,0.000622,0.06828,1,3,0.4151
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k5,Lady Charlotte Elliot,0.4,0,411,81,492,0.000673,0.06451,1,5,0.3911
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_think,"World War II — specifically, the Battle of Berlin.",0.5455,0,95,82,177,0.00044,0.10526,1,,
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k3,World War II,1.0,1,326,74,400,0.000577,0.16683,1,3,0.5529
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k5,World War II,1.0,1,723,59,782,0.000808,0.15008,1,5,0.5301
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_think,Oklahoma State University.,1.0,1,70,60,130,0.000322,0.20512,1,,
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k3,Oklahoma State University,1.0,1,524,56,580,0.000645,0.15712,1,3,0.5147
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k5,Oklahoma State University,1.0,1,1183,64,1247,0.001175,0.14027,1,5,0.4373
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_think,Nick Carter,0.0,0,71,53,124,0.000292,0.0,1,,
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k3,Brady Seals,1.0,1,543,83,626,0.000781,0.15526,1,3,0.5946
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k5,Brady Seals has released more solo albums.,0.4444,0,757,97,854,0.001004,0.06583,1,5,0.5517
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_think,The Nusretiye Mosque.,1.0,1,84,69,153,0.000374,0.19853,1,,
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k3,The Nusretiye Mosque.,1.0,1,324,55,379,0.00049,0.16835,1,3,0.664
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k5,Nusretiye Mosque,1.0,1,526,61,587,0.000669,0.15682,1,5,0.6217
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_think,He did not attend a university.,0.2857,0,84,103,187,0.000526,0.05456,1,,
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k3,Georgetown University,1.0,1,481,80,561,0.000721,0.15794,1,3,0.4961
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k5,Georgetown University,1.0,1,824,54,878,0.000861,0.14752,1,5,0.4654
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_think,Turkey,1.0,1,74,44,118,0.000253,0.20924,1,,
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k3,Turkey,1.0,1,327,48,375,0.000461,0.16865,1,3,0.5497
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k5,Turkey,1.0,1,608,50,658,0.000681,0.15407,1,5,0.5095
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_think,William McKinley,1.0,1,90,73,163,0.000396,0.19608,1,,
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_retrieve_k3,William McKinley,1.0,1,401,63,464,0.000584,0.16281,1,3,0.6344
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_retrieve_k5,William McKinley,1.0,1,776,76,852,0.000924,0.14818,1,5,0.5883
