question_id,question,ground_truth,method,answer,f1_score,exact_match,input_tokens,output_tokens,total_tokens,cost_usd,efficiency,llm_calls,docs_retrieved,avg_similarity
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_think,"No, only Tom Clancy published more than 15 bestselling novels.",0.0,0,76,172,248,0.000115,0.0,1,,
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_retrieve_k3,"No, only Tom Clancy published more than 15 bestselling novels.",0.0,0,464,101,565,0.00013,0.0,1,3,0.4843
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_retrieve_k5,"No, only Tom Clancy is confirmed to have published more than 15 bestselling novels.",0.0,0,585,95,680,0.000145,0.0,1,5,0.4237
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_think,Major John André,0.8,0,80,112,192,7.9e-05,0.15201,1,,
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_retrieve_k3,John André,1.0,1,439,74,513,0.00011,0.1602,1,3,0.5378
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_retrieve_k5,John André,1.0,1,817,63,880,0.00016,0.14747,1,5,0.4688
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_think,Ethel Houbiers is the French voice of Mulan.,0.0,0,75,113,188,7.9e-05,0.0,1,,
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_retrieve_k3,Ethel Houbiers is the French voice of Salma Hayek (Mexican) and Penélope Cruz (American).,0.25,0,216,125,341,0.000107,0.04285,1,3,0.52
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_retrieve_k5,Salma Hayek,0.8,0,413,112,525,0.000129,0.12769,1,5,0.4822
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_think,London Gatwick Airport,0.8,0,83,119,202,8.4e-05,0.15057,1,,
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_retrieve_k3,Gatwick Airport,1.0,1,398,55,453,9.3e-05,0.16345,1,3,0.6534
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_retrieve_k5,Gatwick Airport,1.0,1,845,79,924,0.000174,0.14642,1,5,0.5693
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_think,The characterization of the castle as one of the most isolated fortifications in Britain was made by Sir Walter Scott.,0.0,0,80,108,188,7.7e-05,0.0,1,,
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_retrieve_k3,"""The Changing Scottish Landscape""",1.0,1,320,58,378,8.3e-05,0.16842,1,3,0.4875
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_retrieve_k5,"""The Changing Scottish Landscape""",1.0,1,624,59,683,0.000129,0.15319,1,5,0.4565
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_think,"The facility where Robert Croft worked as a navy instructor was also known as the ""Naval Training Center.""",0.0,0,74,90,164,6.5e-05,0.0,1,,
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_retrieve_k3,US Naval Submarine Base New London,0.2,0,376,78,454,0.000103,0.03268,1,3,0.4816
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_retrieve_k5,Naval Submarine Base New London,0.2222,0,645,74,719,0.000141,0.03378,1,5,0.425
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_think,U2,1.0,1,78,74,152,5.6e-05,0.19879,1,,
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k3,"U2 released the song ""With or Without You"" first.",0.2222,0,443,105,548,0.000129,0.03523,1,3,0.5853
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k5,"U2 released the song ""With or Without You"" first.",0.2222,0,666,106,772,0.000163,0.03342,1,5,0.5103
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_think,Sara Gilbert,0.0,0,71,78,149,5.7e-05,0.0,1,,
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k3,Laurie Metcalf,1.0,1,555,65,620,0.000122,0.15549,1,3,0.547
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k5,Laurie Metcalf,1.0,1,854,65,919,0.000167,0.14653,1,5,0.526
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_think,Nairobi,0.6667,0,81,57,138,4.6e-05,0.1351,1,,
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k3,"Nairobi, Kenya",1.0,1,481,55,536,0.000105,0.15908,1,3,0.4902
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k5,"Nairobi, Kenya",1.0,1,763,50,813,0.000144,0.14921,1,5,0.3809
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_think,The Wire,0.0,0,83,84,167,6.3e-05,0.0,1,,
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k3,Cyclic Defrost,1.0,1,337,58,395,8.5e-05,0.16718,1,3,0.5022
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k5,Cyclic Defrost,1.0,1,532,61,593,0.000116,0.15657,1,5,0.4496
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_think,"The population of Sullivan, New Hampshire, is approximately 500.",0.0,0,76,77,153,5.8e-05,0.0,1,,
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k3,729,0.4,0,374,76,450,0.000102,0.06545,1,3,0.5516
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k5,729,0.4,0,633,76,709,0.000141,0.06093,1,5,0.4741
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_think,"The song ""A Pair of Brown Eyes"" is based on Shane MacGowan's work with The Pogues.",0.0,0,75,111,186,7.8e-05,0.0,1,,
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k3,"""A Pair of Brown Eyes"" is based on ""Wild Mountain Thyme"" by Francis McPeake.",0.2667,0,478,94,572,0.000128,0.04199,1,3,0.5366
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k5,"Francis McPeake's song ""Wild Mountain Thyme.""",0.25,0,751,98,849,0.000171,0.03706,1,5,0.5125
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_think,Slaughterhouse-Five,1.0,1,82,78,160,5.9e-05,0.1968,1,,
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k3,Slaughterhouse-Five,1.0,1,512,133,645,0.000157,0.15454,1,3,0.4438
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k5,Slaughterhouse-Five,1.0,1,742,124,866,0.000186,0.14782,1,5,0.3986
18,What class of instrument does Apatim Majumdar play?,strings,always_think,Apatim Majumdar plays a string instrument.,0.0,0,70,87,157,6.3e-05,0.0,1,,
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k3,String instrument (Sarod),0.0,0,436,62,498,0.000103,0.0,1,3,0.5271
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k5,Stringed instrument (Sarod),0.0,0,811,68,879,0.000162,0.0,1,5,0.4719
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_think,Ride a Wild Pony,1.0,1,80,87,167,6.4e-05,0.19516,1,,
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k3,Ride a Wild Pony,1.0,1,410,68,478,0.000102,0.16203,1,3,0.6346
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k5,Ride a Wild Pony,1.0,1,728,68,796,0.00015,0.14968,1,5,0.6004
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_think,Both are dog breeds.,0.0,0,72,66,138,5e-05,0.0,1,,
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k3,Both are breeds of dogs.,0.3333,0,416,45,461,8.9e-05,0.05433,1,3,0.4554
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k5,Both are breeds of dogs.,0.3333,0,685,53,738,0.000135,0.05046,1,5,0.367
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_think,Clausewitz is associated with political realism.,0.5,0,74,126,200,8.7e-05,0.09428,1,,
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k3,Classical Realism,0.3333,0,410,80,490,0.000109,0.05379,1,3,0.6424
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k5,Classical Realism,0.3333,0,937,78,1015,0.000187,0.04814,1,5,0.5957
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_think,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force during World War II.,0.3,0,74,111,185,7.8e-05,0.05741,1,,
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k3,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,347,126,473,0.000128,0.04637,1,3,0.604
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k5,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,594,137,731,0.000171,0.04332,1,5,0.5702
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_think,Norwegian,0.6667,0,77,101,178,7.2e-05,0.12852,1,,
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k3,Norwegian,0.6667,0,359,64,423,9.2e-05,0.1102,1,3,0.4849
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k5,Norwegian,0.6667,0,663,51,714,0.00013,0.10144,1,5,0.4043
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_think,Parthian Empire,1.0,1,85,83,168,6.3e-05,0.19494,1,,
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k3,The Parthian Empire.,1.0,1,437,67,504,0.000106,0.16065,1,3,0.5926
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k5,The Parthian Empire.,1.0,1,575,87,662,0.000138,0.15392,1,5,0.5266
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_think,Stone Brewing,1.0,1,86,69,155,5.4e-05,0.19803,1,,
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k3,Stone Brewing Co.,0.8,0,342,60,402,8.7e-05,0.13336,1,3,0.5896
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k5,Stone Brewing Co.,0.8,0,560,60,620,0.00012,0.12439,1,5,0.5476
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_think,Tim Cluess has led his team for a longer period of time.,0.3077,0,81,157,238,0.000106,0.05618,1,,
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k3,Insufficient information to determine which head coach has led their team longer.,0.0,0,402,123,525,0.000134,0.0,1,3,0.3792
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k5,Tim Cluess has led his team for a longer period of time.,0.3077,0,707,112,819,0.000173,0.04586,1,5,0.3413
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_think,The Russian Civil War (1917-1922) after the abdication of Emperor Nicholas II.,0.1538,0,83,170,253,0.000114,0.02778,1,,
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k3,The Russian Civil War.,0.3333,0,555,88,643,0.000136,0.05154,1,3,0.5672
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k5,The Russian Civil War.,0.3333,0,871,80,951,0.000179,0.0486,1,5,0.5268
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_think,Approximately 120 miles.,0.25,0,70,106,176,7.4e-05,0.0483,1,,
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k3,115 miles (185 km),0.8889,0,409,81,490,0.00011,0.14345,1,3,0.4947
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k5,115 miles (185 km) south of Sacramento.,0.6667,0,717,83,800,0.000157,0.09971,1,5,0.4541
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_think,Pul-e-Alam,0.0,0,77,61,138,4.8e-05,0.0,1,,
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k3,Baraki Barak,0.0,0,417,73,490,0.000106,0.0,1,3,0.6588
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k5,Puli Alam,1.0,1,557,56,613,0.000117,0.15576,1,5,0.5667
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_think,"The 2010 population of Crescent, Oregon, was 1,052.",0.0,0,76,93,169,6.7e-05,0.0,1,,
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k3,311,0.0,0,326,110,436,0.000115,0.0,1,3,0.5218
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k5,310,1.0,1,520,53,573,0.00011,0.15742,1,5,0.4656
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_think,Kitty Hawk,1.0,1,79,64,143,5e-05,0.20121,1,,
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k3,Kitty Hawk,1.0,1,477,54,531,0.000104,0.15932,1,3,0.5595
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k5,Kitty Hawk,1.0,1,831,48,879,0.000153,0.14749,1,5,0.5222
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_think,"""Nick Fury, Agent of S.H.I.E.L.D."" and various Avengers comics.",0.0,0,73,153,226,0.000103,0.0,1,,
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k3,Nick Fury vs. S.H.I.E.L.D.,0.0,0,403,112,515,0.000128,0.0,1,3,0.6283
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k5,Nick Fury vs. S.H.I.E.L.D.,0.0,0,499,147,646,0.000163,0.0,1,5,0.6182
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_think,Bing Crosby,0.5714,0,88,58,146,4.8e-05,0.1145,1,,
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k3,Bing Crosby,0.5714,0,323,59,382,8.4e-05,0.09607,1,3,0.5199
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k5,Bing Crosby,0.5714,0,546,66,612,0.000121,0.08903,1,5,0.4883
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_think,Christopher Leonard,0.0,0,80,108,188,7.7e-05,0.0,1,,
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k3,Jane Mayer,1.0,1,501,65,566,0.000114,0.15772,1,3,0.6498
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k5,Jane Mayer,1.0,1,742,63,805,0.000149,0.14943,1,5,0.6302
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_think,Dutchess County,0.0,0,81,86,167,6.4e-05,0.0,1,,
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k3,Albany County,0.6667,0,634,94,728,0.000151,0.10114,1,3,0.6594
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k5,Albany County,0.6667,0,977,83,1060,0.000196,0.09569,1,5,0.6275
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_think,Chiwetel Ejiofor,1.0,1,75,75,150,5.6e-05,0.19931,1,,
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k3,Chiwetel Ejiofor,1.0,1,536,60,596,0.000116,0.15645,1,3,0.4296
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k5,Chiwetel Ejiofor,1.0,1,598,54,652,0.000122,0.15428,1,5,0.3716
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_think,Agra,1.0,1,71,91,162,6.5e-05,0.19632,1,,
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k3,Agra,1.0,1,354,63,417,9.1e-05,0.16569,1,3,0.572
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k5,Agra,1.0,1,535,67,602,0.00012,0.1562,1,5,0.5524
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_think,Los Angeles,0.0,0,85,81,166,6.1e-05,0.0,1,,
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k3,Rome,1.0,1,387,86,473,0.00011,0.16231,1,3,0.5463
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k5,Rome,1.0,1,534,80,614,0.000128,0.15572,1,5,0.538
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_think,Shire River,0.0,0,79,80,159,6e-05,0.0,1,,
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k3,Mwabvi river,0.0,0,382,54,436,9e-05,0.0,1,3,0.5224
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k5,Mwabvi river,0.0,0,653,62,715,0.000135,0.0,1,5,0.4682
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_think,American Airlines Center,0.3333,0,76,75,151,5.6e-05,0.06635,1,,
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k3,The context does not specify the arena where the New Orleans Pelicans play their home games.,0.0,0,366,100,466,0.000115,0.0,1,3,0.5148
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k5,Smoothie King Center,1.0,1,583,61,644,0.000124,0.15458,1,5,0.48
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_think,The album showcases Blues Traveler's trademark of improvisational live performances and extended jams.,0.125,0,74,103,177,7.3e-05,0.02412,1,,
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k3,The extensive use of segues in their live performances.,0.6667,0,274,100,374,0.000101,0.11248,1,3,0.6498
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k5,The extensive use of segues in their live performances.,0.6667,0,423,87,510,0.000116,0.1069,1,5,0.6264
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_think,Robert Louis Stevenson,0.0,0,78,183,261,0.000121,0.0,1,,
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k3,Lady Charlotte Elliot,0.4,0,254,96,350,9.6e-05,0.06825,1,3,0.4151
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k5,Lady Charlotte Elliot,0.4,0,412,93,505,0.000118,0.06424,1,5,0.391
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_think,World War II,1.0,1,96,110,206,8e-05,0.18752,1,,
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k3,World War II,1.0,1,327,63,390,8.7e-05,0.16754,1,3,0.5529
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k5,World War II,1.0,1,724,81,805,0.000157,0.14943,1,5,0.5301
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_think,Oklahoma State University,1.0,1,71,60,131,4.7e-05,0.2048,1,,
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k3,Oklahoma State University,1.0,1,525,66,591,0.000118,0.15665,1,3,0.5147
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k5,Oklahoma State University,1.0,1,1184,69,1253,0.000219,0.14017,1,5,0.4373
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_think,Nick Carter has released more solo albums than Brady Seals.,0.3333,0,72,147,219,9.9e-05,0.0618,1,,
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k3,Nick Carter has released more solo albums (including collaborations).,0.0,0,544,107,651,0.000146,0.0,1,3,0.5946
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k5,Brady Seals has released more solo albums than Nick Carter.,0.3333,0,758,101,859,0.000174,0.04933,1,5,0.5517
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_think,Nusretiye Mosque,1.0,1,85,97,182,7.1e-05,0.19196,1,,
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k3,Nusretiye Mosque,1.0,1,325,83,408,9.9e-05,0.16629,1,3,0.664
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k5,Nusretiye Mosque,1.0,1,527,82,609,0.000128,0.15592,1,5,0.6217
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_think,University of Colorado,0.4,0,85,70,155,5.5e-05,0.07921,1,,
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k3,Georgetown University,1.0,1,482,67,549,0.000112,0.15848,1,3,0.4961
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k5,Georgetown University,1.0,1,825,60,885,0.00016,0.14735,1,5,0.4654
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_think,Turkey,1.0,1,75,67,142,5.1e-05,0.2015,1,,
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k3,Turkey,1.0,1,328,74,402,9.4e-05,0.1667,1,3,0.5497
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k5,Turkey,1.0,1,609,47,656,0.00012,0.15414,1,5,0.5095
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_think,William McKinley,1.0,1,91,101,192,7.4e-05,0.19002,1,,
