question_id,method,k,answer_pred,answer_gt,em,f1,precision,recall,input_tokens,output_tokens,cost_usd,selected_titles,unseen_fallback
5ae518655542993aec5ec139,ucb1,3,40,40 members,0.0,0.6666666666666666,1.0,0.5,378,4,7.88e-05,"[""Florida Senate"", ""Ken Pruitt"", ""Wisconsin Legislature""]",True
5ae518655542993aec5ec139,ucb1,5,40,40 members,0.0,0.6666666666666666,1.0,0.5,737,4,0.0001506,"[""Florida Senate"", ""Ken Pruitt"", ""Wisconsin Legislature"", ""Senate of Burkina Faso"", ""Murtaza Ahmed Khan""]",True
5ab985eb554299131ca42360,ucb1,2,Greyia,Greyia,1.0,1.0,1.0,1.0,256,5,5.520000000000001e-05,"[""Greyia"", ""Calibanus""]",False
5ab985eb554299131ca42360,ucb1,3,Greyia,Greyia,1.0,1.0,1.0,1.0,358,5,7.560000000000001e-05,"[""Greyia"", ""Calibanus"", ""Ceratozamia""]",False
5ab985eb554299131ca42360,ucb1,5,Calibanus,Greyia,0.0,0.0,0.0,0.0,710,6,0.00014680000000000002,"[""Greyia"", ""Calibanus"", ""Ceratozamia"", ""List of Amanita species"", ""Calyptocephalellidae""]",False
5a8753d95542994846c1cd63,ucb1,2,no,yes,0.0,0.0,0.0,0.0,357,4,7.46e-05,"[""John Updike"", ""Tom Clancy""]",False
5a8753d95542994846c1cd63,ucb1,3,no,yes,0.0,0.0,0.0,0.0,419,4,8.700000000000001e-05,"[""John Updike"", ""Tom Clancy"", ""Tom Clancy's Net Force Explorers: Safe House""]",True
5a8753d95542994846c1cd63,ucb1,5,no,yes,0.0,0.0,0.0,0.0,583,4,0.00011980000000000001,"[""John Updike"", ""Tom Clancy"", ""Tom Clancy's Net Force Explorers: Safe House"", ""Tom Clancy's Net Force Explorers: Deathworld"", ""Tom Clancy's Ghost Recon 2: Summit Strike""]",True
5ab97d0a5542996be202051e,ucb1,2,John André,John André,1.0,1.0,1.0,1.0,372,5,7.840000000000001e-05,"[""John Andr\u00e9"", ""Siege of Yorktown""]",False
5ab97d0a5542996be202051e,ucb1,3,John André,John André,1.0,1.0,1.0,1.0,523,5,0.00010860000000000001,"[""John Andr\u00e9"", ""Siege of Yorktown"", ""Benedict Arnold""]",False
5ab97d0a5542996be202051e,ucb1,5,John André,John André,1.0,1.0,1.0,1.0,753,5,0.0001546,"[""John Andr\u00e9"", ""Siege of Yorktown"", ""Benedict Arnold"", ""Pulaski's Legion"", ""Benjamin Lincoln""]",True
5adef1b35542993a75d263af,ucb1,2,Salma Hayek,Salma Hayek Pinault,0.0,0.8,1.0,0.6666666666666666,325,7,7.06e-05,"[""Salma Hayek"", ""Doroth\u00e9e Jemma""]",True
5adef1b35542993a75d263af,ucb1,3,Salma Hayek,Salma Hayek Pinault,0.0,0.8,1.0,0.6666666666666666,368,7,7.920000000000001e-05,"[""Salma Hayek"", ""Doroth\u00e9e Jemma"", ""Lisette Dufour""]",True
5adef1b35542993a75d263af,ucb1,5,Salma Hayek,Salma Hayek Pinault,0.0,0.8,1.0,0.6666666666666666,701,7,0.00014580000000000002,"[""Salma Hayek"", ""Doroth\u00e9e Jemma"", ""Lisette Dufour"", ""Mary Forbes"", ""B\u00e9atrice Picard""]",True
5a73b55855429978a71e9086,ucb1,2,Heathrow Airport,Gatwick Airport,0.0,0.5,0.5,0.5,399,7,8.540000000000002e-05,"[""Dublin Airport"", ""Heathrow Airport""]",False
5a73b55855429978a71e9086,ucb1,3,Gatwick Airport,Gatwick Airport,1.0,1.0,1.0,1.0,525,7,0.0001106,"[""Dublin Airport"", ""Heathrow Airport"", ""Gatwick Airport""]",False
5a73b55855429978a71e9086,ucb1,5,Gatwick Airport,Gatwick Airport,1.0,1.0,1.0,1.0,732,7,0.000152,"[""Dublin Airport"", ""Heathrow Airport"", ""Gatwick Airport"", ""Croydon Airport"", ""Dubai International Airport""]",True
5ae80919554299540e5a56f6,ucb1,2,Christian I,The Changing Scottish Landscape,0.0,0.0,0.0,0.0,258,5,5.56e-05,"[""Isabella Kelly"", ""Scharfenstein Castle (Kiedrich)""]",True
5ae80919554299540e5a56f6,ucb1,3,Isabella Kelly,The Changing Scottish Landscape,0.0,0.0,0.0,0.0,325,6,6.979999999999999e-05,"[""Isabella Kelly"", ""Scharfenstein Castle (Kiedrich)"", ""Abergairn Castle""]",True
5ae80919554299540e5a56f6,ucb1,5,Cairnburgh Castle,The Changing Scottish Landscape,0.0,0.0,0.0,0.0,500,9,0.0001072,"[""Isabella Kelly"", ""Scharfenstein Castle (Kiedrich)"", ""Abergairn Castle"", ""Ch\u00e2teau de Longwy"", ""Inch Castle""]",True
5ae361605542994393b9e69b,ucb1,2,Home of the Submarine Force,"""Home of the Submarine Force""",1.0,1.0,1.0,1.0,316,15,7.520000000000001e-05,"[""Tomb Raider"", ""Naval Submarine Base New London""]",False
5ae361605542994393b9e69b,ucb1,3,Naval Submarine Base New London,"""Home of the Submarine Force""",0.0,0.22222222222222224,0.2,0.25,448,10,9.760000000000001e-05,"[""Tomb Raider"", ""Naval Submarine Base New London"", ""Naval Consolidated Brig, Miramar""]",True
5ae361605542994393b9e69b,ucb1,5,Home of the Submarine Force,"""Home of the Submarine Force""",1.0,1.0,1.0,1.0,640,9,0.0001352,"[""Tomb Raider"", ""Naval Submarine Base New London"", ""Naval Consolidated Brig, Miramar"", ""Music Instructor"", ""RAF Croft""]",True
5ac3a76e554299741d48a2be,ucb1,2,U2,U2,1.0,1.0,1.0,1.0,470,5,9.8e-05,"[""Win (film)"", ""Govinda Jaya Jaya""]",True
5ac3a76e554299741d48a2be,ucb1,3,U2,U2,1.0,1.0,1.0,1.0,562,5,0.00011640000000000001,"[""Win (film)"", ""Govinda Jaya Jaya"", ""Heartbeat (The Fray song)""]",True
5ac3a76e554299741d48a2be,ucb1,5,U2,U2,1.0,1.0,1.0,1.0,760,5,0.000156,"[""Win (film)"", ""Govinda Jaya Jaya"", ""Heartbeat (The Fray song)"", ""With or Without You"", ""Believe (Jai McDowall album)""]",True
5a7557d75542992d0ec05f68,ucb1,2,Rebecca Gayheart,Laurie Metcalf,0.0,0.0,0.0,0.0,368,6,7.840000000000001e-05,"[""Bobby Gaylor"", ""Rebecca Gayheart""]",False
5a7557d75542992d0ec05f68,ucb1,3,Laurie Metcalf,Laurie Metcalf,1.0,1.0,1.0,1.0,582,8,0.0001228,"[""Bobby Gaylor"", ""Rebecca Gayheart"", ""Laurie Metcalf""]",False
5a7557d75542992d0ec05f68,ucb1,5,Laurie Metcalf,Laurie Metcalf,1.0,1.0,1.0,1.0,769,8,0.0001602,"[""Bobby Gaylor"", ""Rebecca Gayheart"", ""Laurie Metcalf"", ""Gale Weathers"", ""Scream 2 (Markus Schulz album)""]",False
5a8d12ca5542994ba4e3dbe2,ucb1,2,Nairobi,"Nairobi, Kenya",0.0,0.6666666666666666,1.0,0.5,377,11,8.42e-05,"[""Fly540"", ""National Convention Party (Gambia)""]",True
5a8d12ca5542994ba4e3dbe2,ucb1,3,Nairobi,"Nairobi, Kenya",0.0,0.6666666666666666,1.0,0.5,486,5,0.00010120000000000001,"[""Fly540"", ""National Convention Party (Gambia)"", ""Fastjet Tanzania""]",True
5a8d12ca5542994ba4e3dbe2,ucb1,5,Nairobi,"Nairobi, Kenya",0.0,0.6666666666666666,1.0,0.5,626,5,0.0001292,"[""Fly540"", ""National Convention Party (Gambia)"", ""Fastjet Tanzania"", ""Goldie &amp; McCulloch"", ""Genius (website)""]",True
5ab7f6d35542993667794070,ucb1,2,Cyclic Defrost,Cyclic Defrost,1.0,1.0,1.0,1.0,285,7,6.26e-05,"[""Sixtoo"", ""Cyclic Defrost""]",True
5ab7f6d35542993667794070,ucb1,3,Cyclic Defrost,Cyclic Defrost,1.0,1.0,1.0,1.0,346,7,7.48e-05,"[""Sixtoo"", ""Cyclic Defrost"", ""Petri Kuljuntausta""]",True
5ab7f6d35542993667794070,ucb1,5,Cyclic Defrost,Cyclic Defrost,1.0,1.0,1.0,1.0,751,7,0.00015580000000000002,"[""Sixtoo"", ""Cyclic Defrost"", ""Petri Kuljuntausta"", ""Lloyd Dunn"", ""In\u00e9z""]",True
5ac3d9135542995c82c4ac4c,ucb1,2,83,729 at the 2010 census,0.0,0.0,0.0,0.0,384,10,8.480000000000001e-05,"[""George H. Williams Townhouses"", ""Buchanan Township, Atchison County, Missouri""]",True
5ac3d9135542995c82c4ac4c,ucb1,3,83,729 at the 2010 census,0.0,0.0,0.0,0.0,459,4,9.5e-05,"[""George H. Williams Townhouses"", ""Buchanan Township, Atchison County, Missouri"", ""Dade County, Georgia""]",True
5ac3d9135542995c82c4ac4c,ucb1,5,729,729 at the 2010 census,0.0,0.4,1.0,0.25,648,4,0.0001328,"[""George H. Williams Townhouses"", ""Buchanan Township, Atchison County, Missouri"", ""Dade County, Georgia"", ""Nelson, New Hampshire"", ""Bennetts Bayou""]",True
5ae129115542990adbacf722,ucb1,2,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,386,8,8.360000000000001e-05,"[""A Pair of Brown Eyes"", ""A Spanner in the Works""]",True
5ae129115542990adbacf722,ucb1,3,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,443,8,9.500000000000002e-05,"[""A Pair of Brown Eyes"", ""A Spanner in the Works"", ""Brown Eyes (band)""]",True
5ae129115542990adbacf722,ucb1,5,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,618,8,0.00013,"[""A Pair of Brown Eyes"", ""A Spanner in the Works"", ""Brown Eyes (band)"", ""Rugged Maniac Twin Cities"", ""Caramel (City High song)""]",True
5a86769c5542994775f60776,ucb1,2,Slaughterhouse-Five,Slaughterhouse-Five,1.0,1.0,1.0,1.0,277,8,6.180000000000001e-05,"[""Kurt Vonnegut"", ""Hugh Gallagher (humorist)""]",True
5a86769c5542994775f60776,ucb1,3,Slaughterhouse-Five,Slaughterhouse-Five,1.0,1.0,1.0,1.0,448,8,9.600000000000002e-05,"[""Kurt Vonnegut"", ""Hugh Gallagher (humorist)"", ""Satyricon""]",True
5a86769c5542994775f60776,ucb1,5,Slaughterhouse-Five,Slaughterhouse-Five,1.0,1.0,1.0,1.0,698,8,0.000146,"[""Kurt Vonnegut"", ""Hugh Gallagher (humorist)"", ""Satyricon"", ""Jaroslav Ha\u0161ek"", ""Armageddon in Retrospect""]",True
5ab31864554299233954ff06,ucb1,2,Sarod,strings,0.0,0.0,0.0,0.0,483,5,0.0001006,"[""Keyboard glockenspiel"", ""Apratim Majumdar""]",True
5ab31864554299233954ff06,ucb1,3,Sarod,strings,0.0,0.0,0.0,0.0,615,5,0.000127,"[""Keyboard glockenspiel"", ""Apratim Majumdar"", ""Sarod""]",True
5ab31864554299233954ff06,ucb1,5,Sarod,strings,0.0,0.0,0.0,0.0,784,5,0.0001608,"[""Keyboard glockenspiel"", ""Apratim Majumdar"", ""Sarod"", ""Chander Bari"", ""Asset classes""]",True
5a7b1023554299042af8f6c2,ucb1,2,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,247,7,5.500000000000001e-05,"[""The Many Adventures of Winnie the Pooh"", ""Ride a Wild Pony""]",False
5a7b1023554299042af8f6c2,ucb1,3,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,446,7,9.48e-05,"[""The Many Adventures of Winnie the Pooh"", ""Ride a Wild Pony"", ""Winnie the Pooh (song)""]",False
5a7b1023554299042af8f6c2,ucb1,5,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,794,7,0.0001644,"[""The Many Adventures of Winnie the Pooh"", ""Ride a Wild Pony"", ""Winnie the Pooh (song)"", ""The Wonderful Thing About Tiggers"", ""The Wild Pony""]",False
5ac19f405542991316484b5b,ucb1,2,dogs,dogs,1.0,1.0,1.0,1.0,277,4,5.860000000000001e-05,"[""Berger Blanc Suisse"", ""Pandikona""]",False
5ac19f405542991316484b5b,ucb1,3,dogs,dogs,1.0,1.0,1.0,1.0,345,4,7.219999999999999e-05,"[""Berger Blanc Suisse"", ""Pandikona"", ""Progression of Animals""]",True
5ac19f405542991316484b5b,ucb1,5,dogs,dogs,1.0,1.0,1.0,1.0,585,4,0.0001202,"[""Berger Blanc Suisse"", ""Pandikona"", ""Progression of Animals"", ""On the Soul"", ""Piranha: Wolf In The Water""]",True
5ae382ee5542992e3233c430,ucb1,2,military realism,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.16666666666666669,0.5,0.1,436,6,9.2e-05,"[""Christopher Bassford"", ""Charles Roberts Awards Hall of Fame""]",True
5ae382ee5542992e3233c430,ucb1,3,military realism,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.16666666666666669,0.5,0.1,472,6,9.92e-05,"[""Christopher Bassford"", ""Charles Roberts Awards Hall of Fame"", ""Panzer Division Clausewitz""]",True
5ae382ee5542992e3233c430,ucb1,5,classical realism,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.33333333333333337,1.0,0.2,666,6,0.00013800000000000002,"[""Christopher Bassford"", ""Charles Roberts Awards Hall of Fame"", ""Panzer Division Clausewitz"", ""Absolute war"", ""Carl von Clausewitz""]",True
5adcdf455542994ed6169c11,ucb1,2,Battle of Britain,Royal Air Force,0.0,0.0,0.0,0.0,297,12,6.900000000000001e-05,"[""Hawker Hurricane"", ""Supermarine Seafire""]",True
5adcdf455542994ed6169c11,ucb1,3,RAF,Royal Air Force,0.0,0.0,0.0,0.0,383,4,7.98e-05,"[""Hawker Hurricane"", ""Supermarine Seafire"", ""No. 1455 Flight RAF""]",True
5adcdf455542994ed6169c11,ucb1,5,Battle of Britain Memorial Flight,Royal Air Force,0.0,0.0,0.0,0.0,592,8,0.0001248,"[""Hawker Hurricane"", ""Supermarine Seafire"", ""No. 1455 Flight RAF"", ""Battle of Britain Memorial Flight"", ""Flying Legend Hawker Hurricane Replica""]",True
5ac35a7e554299741d48a257,ucb1,2,Norwegian,Norwegian language,0.0,0.6666666666666666,1.0,0.5,361,5,7.620000000000001e-05,"[""Norwegians"", ""The Real Thing (Norwegian band)""]",True
5ac35a7e554299741d48a257,ucb1,3,Norwegian,Norwegian language,0.0,0.6666666666666666,1.0,0.5,400,5,8.400000000000001e-05,"[""Norwegians"", ""The Real Thing (Norwegian band)"", ""Torstein Ellingsen""]",True
5ac35a7e554299741d48a257,ucb1,5,Norwegian,Norwegian language,0.0,0.6666666666666666,1.0,0.5,595,5,0.000123,"[""Norwegians"", ""The Real Thing (Norwegian band)"", ""Torstein Ellingsen"", ""Turkish people"", ""Fezara people""]",True
5ab2659e554299340b5254b2,ucb1,2,Sasanian Empire,the Parthian Empire,0.0,0.5,0.5,0.5,304,7,6.640000000000001e-05,"[""Duchy of Thuringia"", ""Farrukhzad Khosrow V""]",True
5ab2659e554299340b5254b2,ucb1,3,Sasanian Empire,the Parthian Empire,0.0,0.5,0.5,0.5,456,7,9.680000000000001e-05,"[""Duchy of Thuringia"", ""Farrukhzad Khosrow V"", ""Samo""]",True
5ab2659e554299340b5254b2,ucb1,5,Sasanian Empire,the Parthian Empire,0.0,0.5,0.5,0.5,622,7,0.00013000000000000002,"[""Duchy of Thuringia"", ""Farrukhzad Khosrow V"", ""Samo"", ""Chach of Alor"", ""Ashur-etil-ilani""]",True
5adcbb815542994ed6169bde,ucb1,2,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,354,7,7.64e-05,"[""Beer Wars"", ""Brouwerij 't IJ""]",True
5adcbb815542994ed6169bde,ucb1,3,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,415,7,8.86e-05,"[""Beer Wars"", ""Brouwerij 't IJ"", ""Stone Brewing Co.""]",True
5adcbb815542994ed6169bde,ucb1,5,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,675,7,0.0001406,"[""Beer Wars"", ""Brouwerij 't IJ"", ""Stone Brewing Co."", ""Beer in South Korea"", ""Namibia Breweries Limited""]",True
5a74f8bd5542993748c8976a,ucb1,2,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,369,7,7.939999999999999e-05,"[""2015\u201316 Iowa State Cyclones men's basketball team"", ""2013\u201314 Iona Gaels men's basketball team""]",False
5a74f8bd5542993748c8976a,ucb1,3,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,517,7,0.000109,"[""2015\u201316 Iowa State Cyclones men's basketball team"", ""2013\u201314 Iona Gaels men's basketball team"", ""2012\u201313 Iona Gaels men's basketball team""]",False
5a74f8bd5542993748c8976a,ucb1,5,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,760,7,0.0001576,"[""2015\u201316 Iowa State Cyclones men's basketball team"", ""2013\u201314 Iona Gaels men's basketball team"", ""2012\u201313 Iona Gaels men's basketball team"", ""2015\u201316 Iona Gaels men's basketball team"", ""David Hobbs (basketball)""]",False
5ade25ed5542997c77aded70,ucb1,2,World War I,the Cold War (1947–91),0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,546,6,0.00011399999999999999,"[""October Manifesto"", ""Russia\u2013United Kingdom relations""]",True
5ade25ed5542997c77aded70,ucb1,3,Russian Revolution of 1917,the Cold War (1947–91),0.0,0.0,0.0,0.0,646,9,0.00013640000000000004,"[""October Manifesto"", ""Russia\u2013United Kingdom relations"", ""Ural State Mining University""]",True
5ade25ed5542997c77aded70,ucb1,5,World War I,the Cold War (1947–91),0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,947,6,0.0001942,"[""October Manifesto"", ""Russia\u2013United Kingdom relations"", ""Ural State Mining University"", ""Nicholas II of Russia"", ""Prince Andrew Romanov""]",True
5a78ae8b5542990784727730,ucb1,2,115 miles (185 km) south of Sacramento,about 115 miles (185 km),0.0,0.6666666666666666,0.5714285714285714,0.8,246,12,5.8800000000000006e-05,"[""Castle Air Force Base"", ""Pacific Flying Club""]",True
5a78ae8b5542990784727730,ucb1,3,115 miles (185 km) south,about 115 miles (185 km),0.0,0.8000000000000002,0.8,0.8,458,10,9.960000000000001e-05,"[""Castle Air Force Base"", ""Pacific Flying Club"", ""North American Institute of Aviation""]",True
5a78ae8b5542990784727730,ucb1,5,115 miles (185 km) south of Sacramento,about 115 miles (185 km),0.0,0.6666666666666666,0.5714285714285714,0.8,713,12,0.00015219999999999999,"[""Castle Air Force Base"", ""Pacific Flying Club"", ""North American Institute of Aviation"", ""Aerocondor"", ""American Airlines Flight 157""]",True
5ae12a4b55429920d52342df,ucb1,2,Pul-e Alam,Puli Alam,0.0,0.5,0.5,0.5,493,6,0.0001034,"[""Forward Operating Base Shank"", ""Mahsud""]",True
5ae12a4b55429920d52342df,ucb1,3,Pul-i-Alam,Puli Alam,0.0,0.0,0.0,0.0,568,7,0.00011920000000000001,"[""Forward Operating Base Shank"", ""Mahsud"", ""Baraki Barak airstrike""]",True
5ae12a4b55429920d52342df,ucb1,5,Puli Alam,Puli Alam,1.0,1.0,1.0,1.0,761,6,0.00015700000000000002,"[""Forward Operating Base Shank"", ""Mahsud"", ""Baraki Barak airstrike"", ""Baraki Rajan"", ""Logar Province""]",True
5ae22eae554299495565da30,ucb1,2,196,310,0.0,0.0,0.0,0.0,245,4,5.22e-05,"[""Crescent Range"", ""Crescent Mills, California""]",True
5ae22eae554299495565da30,ucb1,3,196,310,0.0,0.0,0.0,0.0,302,4,6.36e-05,"[""Crescent Range"", ""Crescent Mills, California"", ""Black Crescent Mountain""]",True
5ae22eae554299495565da30,ucb1,5,310,310,1.0,1.0,1.0,1.0,557,4,0.00011460000000000001,"[""Crescent Range"", ""Crescent Mills, California"", ""Black Crescent Mountain"", ""Randolph, New Hampshire"", ""Mount Crescent""]",True
5ab6aa4c55429953192ad359,ucb1,2,Charlie Brown,"""Kitty Hawk""",0.0,0.0,0.0,0.0,402,5,8.44e-05,"[""Apollo (spacecraft)"", ""Moon Machines""]",True
5ab6aa4c55429953192ad359,ucb1,3,Kitty Hawk,"""Kitty Hawk""",1.0,1.0,1.0,1.0,521,6,0.00010899999999999999,"[""Apollo (spacecraft)"", ""Moon Machines"", ""Moon tree""]",True
5ab6aa4c55429953192ad359,ucb1,5,Odyssey,"""Kitty Hawk""",0.0,0.0,0.0,0.0,856,5,0.0001752,"[""Apollo (spacecraft)"", ""Moon Machines"", ""Moon tree"", ""AS-201"", ""Apollo 8""]",True
5adf3e835542993a75d26442,ucb1,2,Nick Fury: Agent of S.H.I.E.L.D.,Marvel,0.0,0.0,0.0,0.0,370,15,8.6e-05,"[""Nick Fury: Agent of S.H.I.E.L.D. (film)"", ""Wolverine/Nick Fury: The Scorpio Connection""]",True
5adf3e835542993a75d26442,ucb1,3,"Nick Fury, Agent of S.H.I.E.L.D.",Marvel,0.0,0.0,0.0,0.0,502,15,0.0001124,"[""Nick Fury: Agent of S.H.I.E.L.D. (film)"", ""Wolverine/Nick Fury: The Scorpio Connection"", ""Nick Fury, Agent of S.H.I.E.L.D. (feature)""]",True
5adf3e835542993a75d26442,ucb1,5,Nick Fury vs. S.H.I.E.L.D.,Marvel,0.0,0.0,0.0,0.0,748,14,0.0001608,"[""Nick Fury: Agent of S.H.I.E.L.D. (film)"", ""Wolverine/Nick Fury: The Scorpio Connection"", ""Nick Fury, Agent of S.H.I.E.L.D. (feature)"", ""Nick Fury, Agent of S.H.I.E.L.D.: Empyre"", ""Nick Fury vs. S.H.I.E.L.D.""]",True
5a8ee3a755429917b4a5be02,ucb1,2,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,289,6,6.26e-05,"[""Sitting Pretty (1933 film)"", ""Girl Without a Room""]",True
5a8ee3a755429917b4a5be02,ucb1,3,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,359,12,8.14e-05,"[""Sitting Pretty (1933 film)"", ""Girl Without a Room"", ""Going Hollywood""]",True
5a8ee3a755429917b4a5be02,ucb1,5,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,430,6,9.08e-05,"[""Sitting Pretty (1933 film)"", ""Girl Without a Room"", ""Going Hollywood"", ""Melody Cruise (film)"", ""Hallelujah, I'm a Bum (film)""]",True
5ac0dcf25542996f0d89cc2c,ucb1,2,noanswer,Jane Mayer,0.0,0.0,0.0,0.0,329,11,7.46e-05,"[""Minnetonka, Minnesota"", ""Koch family""]",False
5ac0dcf25542996f0d89cc2c,ucb1,3,Tom Johnson,Jane Mayer,0.0,0.0,0.0,0.0,477,5,9.94e-05,"[""Minnetonka, Minnesota"", ""Koch family"", ""Koch family foundations""]",False
5ac0dcf25542996f0d89cc2c,ucb1,5,Jane Mayer,Jane Mayer,1.0,1.0,1.0,1.0,713,5,0.00014659999999999999,"[""Minnetonka, Minnesota"", ""Koch family"", ""Koch family foundations"", ""Fred C. Koch"", ""Dark Money (book)""]",False
5a7e618155429949594199b0,ucb1,2,Albany County,Albany,0.0,0.6666666666666666,0.5,1.0,401,6,8.499999999999999e-05,"[""New York State Route 9N"", ""Boght Corners, New York""]",True
5a7e618155429949594199b0,ucb1,3,Albany County,Albany,0.0,0.6666666666666666,0.5,1.0,601,6,0.000125,"[""New York State Route 9N"", ""Boght Corners, New York"", ""New York State Route 9R""]",True
5a7e618155429949594199b0,ucb1,5,Albany County,Albany,0.0,0.6666666666666666,0.5,1.0,1004,6,0.0002056,"[""New York State Route 9N"", ""Boght Corners, New York"", ""New York State Route 9R"", ""New York State Route 9B"", ""Borodino, New York""]",True
5ab916e155429919ba4e23a4,ucb1,2,Chiwetel Ejiofor,Chiwetel Ejiofor,1.0,1.0,1.0,1.0,322,9,7.16e-05,"[""12 Years a Slave (score)"", ""Schapelle Corby""]",True
5ab916e155429919ba4e23a4,ucb1,3,Chiwetel Ejiofor,Chiwetel Ejiofor,1.0,1.0,1.0,1.0,348,9,7.680000000000001e-05,"[""12 Years a Slave (score)"", ""Schapelle Corby"", ""Sinan Tuzcu""]",True
5ab916e155429919ba4e23a4,ucb1,5,Benedict Cumberbatch,Chiwetel Ejiofor,0.0,0.0,0.0,0.0,443,9,9.580000000000001e-05,"[""12 Years a Slave (score)"", ""Schapelle Corby"", ""Sinan Tuzcu"", ""Jamba (footballer)"", ""Levan Kobiashvili""]",True
5a713b325542994082a3e6b5,ucb1,2,Agra,Agra,1.0,1.0,1.0,1.0,334,5,7.08e-05,"[""Agra Fort"", ""Taj Mahal""]",True
5a713b325542994082a3e6b5,ucb1,3,Agra,Agra,1.0,1.0,1.0,1.0,416,5,8.72e-05,"[""Agra Fort"", ""Taj Mahal"", ""The Taj Mahal Palace Hotel""]",True
5a713b325542994082a3e6b5,ucb1,5,Agra,Agra,1.0,1.0,1.0,1.0,569,5,0.00011780000000000002,"[""Agra Fort"", ""Taj Mahal"", ""The Taj Mahal Palace Hotel"", ""R. Chandru"", ""Kester Smith""]",True
5a87c13f5542996e4f30890c,ucb1,2,noanswer,Rome,0.0,0.0,0.0,0.0,483,5,0.0001006,"[""La fanciulla del West"", ""O mio babbino caro""]",False
5a87c13f5542996e4f30890c,ucb1,3,noanswer,Rome,0.0,0.0,0.0,0.0,665,5,0.000137,"[""La fanciulla del West"", ""O mio babbino caro"", ""Gianni Schicchi""]",False
5a87c13f5542996e4f30890c,ucb1,5,Rome,Rome,1.0,1.0,1.0,1.0,893,4,0.00018180000000000003,"[""La fanciulla del West"", ""O mio babbino caro"", ""Gianni Schicchi"", ""Franco Corelli"", ""Tosca (1956 film)""]",False
