question_id,question,ground_truth,method,answer,f1_score,exact_match,input_tokens,output_tokens,total_tokens,cost_usd,efficiency,llm_calls,docs_retrieved,avg_similarity
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_think,"No, only Tom Clancy published more than 15 bestselling novels.",0.0,0,76,172,248,0.000115,0.0,1,,
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_retrieve_k3,"No, only Tom Clancy is confirmed to have published more than 15 bestselling novels.",0.0,0,464,85,549,0.000121,0.0,1,3,0.4843
5,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,always_retrieve_k5,"No, only Tom Clancy is confirmed to have published more than 15 bestselling novels.",0.0,0,585,95,680,0.000145,0.0,1,5,0.4237
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_think,Joshua Hett Smith,0.0,0,80,133,213,9.2e-05,0.0,1,,
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_retrieve_k3,John André,1.0,1,439,75,514,0.000111,0.16015,1,3,0.5378
6,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,always_retrieve_k5,John André,1.0,1,817,63,880,0.00016,0.14747,1,5,0.4688
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_think,Mulan (voiced by Ming-Na Wen in the original English version).,0.0,0,75,142,217,9.6e-05,0.0,1,,
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_retrieve_k3,Ethel Houbiers is the French voice of Penélope Cruz (Mexican) and Salma Hayek (American).,0.25,0,216,107,323,9.7e-05,0.04325,1,3,0.52
7,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,always_retrieve_k5,Salma Hayek,0.8,0,413,106,519,0.000126,0.12792,1,5,0.4822
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_think,London Gatwick Airport,0.8,0,83,117,200,8.3e-05,0.15085,1,,
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_retrieve_k3,Gatwick Airport,1.0,1,398,68,466,0.0001,0.1627,1,3,0.6535
8,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,always_retrieve_k5,Gatwick Airport,1.0,1,845,79,924,0.000174,0.14642,1,5,0.5692
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_think,The characterization of the castle as one of the most isolated fortifications in Britain was made by Sir Walter Scott.,0.0,0,80,107,187,7.6e-05,0.0,1,,
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_retrieve_k3,"""The Changing Scottish Landscape""",1.0,1,320,58,378,8.3e-05,0.16842,1,3,0.4875
9,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,always_retrieve_k5,"""The Changing Scottish Landscape""",1.0,1,624,57,681,0.000128,0.15326,1,5,0.4565
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_think,The facility where Robert Croft worked as a navy instructor was also known as the Naval Training Center.,0.0,0,74,86,160,6.3e-05,0.0,1,,
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_retrieve_k3,US Naval Submarine Base New London,0.2,0,376,78,454,0.000103,0.03268,1,3,0.4816
10,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",always_retrieve_k5,Naval Submarine Base New London,0.2222,0,645,76,721,0.000142,0.03376,1,5,0.425
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_think,"U2 released the song ""With or Without You"" first.",0.2222,0,78,78,156,5.8e-05,0.04395,1,,
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k3,"U2 released the song ""With or Without You"" first.",0.2222,0,443,105,548,0.000129,0.03523,1,3,0.5853
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k5,"U2 released the song ""With or Without You"" first.",0.2222,0,666,109,775,0.000165,0.0334,1,5,0.5103
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_think,Sara Gilbert,0.0,0,71,199,270,0.00013,0.0,1,,
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k3,Laurie Metcalf,1.0,1,555,65,620,0.000122,0.15549,1,3,0.547
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k5,Laurie Metcalf,1.0,1,854,65,919,0.000167,0.14653,1,5,0.526
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_think,"Nairobi, Kenya",1.0,1,81,47,128,4e-05,0.20577,1,,
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k3,"Nairobi, Kenya",1.0,1,481,55,536,0.000105,0.15908,1,3,0.4902
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k5,"Nairobi, Kenya",1.0,1,763,55,818,0.000147,0.14907,1,5,0.3809
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_think,The Wire,0.0,0,83,83,166,6.2e-05,0.0,1,,
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k3,Cyclic Defrost,1.0,1,337,56,393,8.4e-05,0.16733,1,3,0.5022
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k5,Cyclic Defrost,1.0,1,532,61,593,0.000116,0.15657,1,5,0.4496
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_think,"The population of Sullivan, New Hampshire, is approximately 600.",0.0,0,76,74,150,5.6e-05,0.0,1,,
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k3,729,0.4,0,374,76,450,0.000102,0.06545,1,3,0.5516
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k5,729,0.4,0,633,76,709,0.000141,0.06093,1,5,0.4742
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_think,"The song ""A Pair of Brown Eyes"" is based on Shane MacGowan's work with The Pogues.",0.0,0,75,111,186,7.8e-05,0.0,1,,
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k3,"""Wild Mountain Thyme"" by Francis McPeake.",0.5,0,478,100,578,0.000132,0.0786,1,3,0.5366
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k5,"Francis McPeake's song ""Wild Mountain Thyme.""",0.25,0,751,100,851,0.000173,0.03705,1,5,0.5125
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_think,Slaughterhouse-Five,1.0,1,82,101,183,7.3e-05,0.19176,1,,
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k3,Slaughterhouse-Five,1.0,1,512,137,649,0.000159,0.15439,1,3,0.4438
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k5,Slaughterhouse-Five,1.0,1,742,122,864,0.000184,0.14787,1,5,0.3986
18,What class of instrument does Apatim Majumdar play?,strings,always_think,String instrument (sitar),0.0,0,70,76,146,5.6e-05,0.0,1,,
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k3,Stringed instrument (Sarod),0.0,0,436,68,504,0.000106,0.0,1,3,0.5271
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k5,Stringed instrument (Sarod),0.0,0,811,68,879,0.000162,0.0,1,5,0.4719
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_think,Ride a Wild Pony,1.0,1,80,87,167,6.4e-05,0.19516,1,,
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k3,Ride a Wild Pony,1.0,1,410,68,478,0.000102,0.16203,1,3,0.6346
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k5,Ride a Wild Pony,1.0,1,728,84,812,0.00016,0.14924,1,5,0.6004
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_think,Both are breeds of dogs.,0.3333,0,72,71,143,5.3e-05,0.06707,1,,
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k3,Both are breeds of dogs.,0.3333,0,416,45,461,8.9e-05,0.05433,1,3,0.4554
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k5,Both are breeds of dogs.,0.3333,0,685,73,758,0.000147,0.05026,1,5,0.3665
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_think,Political realism,0.1667,0,74,111,185,7.8e-05,0.03189,1,,
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k3,Classical Realism,0.3333,0,410,80,490,0.000109,0.05379,1,3,0.6424
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k5,Classical Realism,0.3333,0,937,62,999,0.000178,0.04825,1,5,0.5957
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_think,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force during World War II.,0.3,0,74,111,185,7.8e-05,0.05741,1,,
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k3,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,347,132,479,0.000131,0.04628,1,3,0.6039
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k5,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,594,139,733,0.000172,0.0433,1,5,0.5702
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_think,Norwegian,0.6667,0,77,66,143,5.1e-05,0.13414,1,,
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k3,Norwegian,0.6667,0,359,65,424,9.3e-05,0.11015,1,3,0.4849
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k5,Norwegian,0.6667,0,663,71,734,0.000142,0.10101,1,5,0.4044
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_think,The Parthian Empire.,1.0,1,85,88,173,6.6e-05,0.19383,1,,
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k3,Parthian Empire,1.0,1,437,57,494,0.0001,0.16117,1,3,0.5925
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k5,The Parthian Empire.,1.0,1,575,83,658,0.000136,0.15407,1,5,0.5266
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_think,Stone Brewing,1.0,1,86,80,166,6.1e-05,0.19539,1,,
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k3,Stone Brewing Co.,0.8,0,342,60,402,8.7e-05,0.13336,1,3,0.5896
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k5,Stone Brewing Co.,0.8,0,560,60,620,0.00012,0.12439,1,5,0.5476
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_think,Tim Cluess has led his team for a longer period of time.,0.3077,0,81,157,238,0.000106,0.05618,1,,
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k3,Insufficient information to determine.,0.0,0,402,148,550,0.000149,0.0,1,3,0.3792
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k5,Tim Cluess has led his team for a longer period of time.,0.3077,0,707,89,796,0.000159,0.04606,1,5,0.3414
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_think,The Russian Civil War (1917-1922) after the abdication of Emperor Nicholas II.,0.1538,0,83,171,254,0.000115,0.02776,1,,
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k3,The Russian Civil War.,0.3333,0,555,88,643,0.000136,0.05154,1,3,0.5672
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k5,The Russian Civil War.,0.3333,0,871,81,952,0.000179,0.04859,1,5,0.5268
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_think,Approximately 120 miles.,0.25,0,70,106,176,7.4e-05,0.0483,1,,
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k3,115 miles (185 km),0.8889,0,409,107,516,0.000126,0.14227,1,3,0.4948
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k5,115 miles (185 km) south of Sacramento.,0.6667,0,717,92,809,0.000163,0.09955,1,5,0.4542
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_think,Pul-e-Alam,0.0,0,77,57,134,4.6e-05,0.0,1,,
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k3,Baraki Barak,0.0,0,417,58,475,9.7e-05,0.0,1,3,0.6588
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k5,Puli Alam,1.0,1,557,56,613,0.000117,0.15576,1,5,0.5667
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_think,"The 2010 population of the town where Black Crescent Mountain is located is 1,200.",0.0,0,76,117,193,8.2e-05,0.0,1,,
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k3,311,0.0,0,326,109,435,0.000114,0.0,1,3,0.5218
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k5,310,1.0,1,520,53,573,0.00011,0.15742,1,5,0.4656
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_think,Kitty Hawk,1.0,1,79,65,144,5.1e-05,0.20094,1,,
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k3,Kitty Hawk,1.0,1,477,54,531,0.000104,0.15932,1,3,0.5595
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k5,Kitty Hawk,1.0,1,831,72,903,0.000168,0.14691,1,5,0.5222
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_think,The Avengers,0.0,0,73,126,199,8.7e-05,0.0,1,,
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k3,Nick Fury vs. S.H.I.E.L.D.,0.0,0,403,118,521,0.000131,0.0,1,3,0.6283
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k5,Nick Fury vs. S.H.I.E.L.D.,0.0,0,499,151,650,0.000165,0.0,1,5,0.6182
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_think,Bing Crosby,0.5714,0,88,69,157,5.5e-05,0.11287,1,,
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k3,Bing Crosby,0.5714,0,323,48,371,7.7e-05,0.09654,1,3,0.5199
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k5,Bing Crosby,0.5714,0,546,61,607,0.000118,0.08914,1,5,0.488
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_think,Christopher Leonard,0.0,0,80,107,187,7.6e-05,0.0,1,,
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k3,Jane Mayer,1.0,1,501,65,566,0.000114,0.15772,1,3,0.6498
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k5,Jane Mayer,1.0,1,742,60,802,0.000147,0.14951,1,5,0.6302
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_think,Dutchess County,0.0,0,81,86,167,6.4e-05,0.0,1,,
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k3,Albany County,0.6667,0,634,93,727,0.000151,0.10116,1,3,0.6596
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k5,Albany County,0.6667,0,977,83,1060,0.000196,0.09569,1,5,0.6273
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_think,Chiwetel Ejiofor,1.0,1,75,64,139,5e-05,0.20236,1,,
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k3,Chiwetel Ejiofor,1.0,1,536,59,595,0.000116,0.15649,1,3,0.4296
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k5,Chiwetel Ejiofor,1.0,1,598,54,652,0.000122,0.15428,1,5,0.3716
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_think,Agra,1.0,1,71,90,161,6.5e-05,0.19656,1,,
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k3,Agra,1.0,1,354,66,420,9.3e-05,0.16549,1,3,0.572
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k5,Agra,1.0,1,535,67,602,0.00012,0.1562,1,5,0.5524
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_think,Los Angeles,0.0,0,85,76,161,5.8e-05,0.0,1,,
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k3,Rome,1.0,1,387,99,486,0.000117,0.1616,1,3,0.5463
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k5,Rome,1.0,1,534,70,604,0.000122,0.15612,1,5,0.538
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_think,Shire River,0.0,0,79,80,159,6e-05,0.0,1,,
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k3,Mwabvi river,0.0,0,382,54,436,9e-05,0.0,1,3,0.5224
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k5,Mwabvi river,0.0,0,653,58,711,0.000133,0.0,1,5,0.4682
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_think,American Airlines Center,0.3333,0,76,75,151,5.6e-05,0.06635,1,,
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k3,The context does not specify the arena where the New Orleans Pelicans play their home games.,0.0,0,366,101,467,0.000115,0.0,1,3,0.5148
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k5,Smoothie King Center,1.0,1,583,50,633,0.000117,0.15499,1,5,0.48
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_think,The album displays Blues Traveler's musical trademark of improvisation and extended live jams.,0.125,0,74,83,157,6.1e-05,0.02469,1,,
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k3,The extensive use of segues in their live performances.,0.6667,0,274,83,357,9.1e-05,0.11337,1,3,0.6498
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k5,The extensive use of segues in their live performances.,0.6667,0,423,90,513,0.000117,0.1068,1,5,0.6264
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_think,William Ernest Henley,0.0,0,78,109,187,7.7e-05,0.0,1,,
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k3,Lady Charlotte Elliot,0.4,0,254,107,361,0.000102,0.06789,1,3,0.4151
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k5,Lady Charlotte Elliot,0.4,0,412,90,502,0.000116,0.0643,1,5,0.3911
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_think,World War II,1.0,1,96,123,219,8.8e-05,0.1854,1,,
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k3,World War II,1.0,1,327,72,399,9.2e-05,0.1669,1,3,0.5529
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k5,World War II,1.0,1,724,81,805,0.000157,0.14943,1,5,0.5301
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_think,Oklahoma State University,1.0,1,71,59,130,4.6e-05,0.20512,1,,
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k3,Oklahoma State University,1.0,1,525,66,591,0.000118,0.15665,1,3,0.5147
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k5,Oklahoma State University,1.0,1,1184,46,1230,0.000205,0.14054,1,5,0.4373
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_think,Neither has released more solo albums; both have released 3.,0.0,0,72,236,308,0.000152,0.0,1,,
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k3,Nick Carter has released more solo albums (including collaborations).,0.0,0,544,106,650,0.000145,0.0,1,3,0.5946
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k5,Brady Seals has released more solo albums.,0.4444,0,758,96,854,0.000171,0.06583,1,5,0.5517
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_think,Nusretiye Mosque,1.0,1,85,96,181,7e-05,0.19216,1,,
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k3,Nusretiye Mosque,1.0,1,325,83,408,9.9e-05,0.16629,1,3,0.664
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k5,Nusretiye Mosque,1.0,1,527,82,609,0.000128,0.15592,1,5,0.6217
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_think,University of Colorado,0.4,0,85,64,149,5.1e-05,0.07983,1,,
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k3,Georgetown University,1.0,1,482,83,565,0.000122,0.15776,1,3,0.4961
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k5,Georgetown University,1.0,1,825,60,885,0.00016,0.14735,1,5,0.4654
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_think,Turkey,1.0,1,75,67,142,5.1e-05,0.2015,1,,
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k3,Turkey,1.0,1,328,45,373,7.6e-05,0.1688,1,3,0.5497
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k5,Turkey,1.0,1,609,47,656,0.00012,0.15414,1,5,0.5095
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_think,William McKinley,1.0,1,91,103,194,7.5e-05,0.18965,1,,
