question_id,question,ground_truth,method,answer,f1_score,exact_match,input_tokens,output_tokens,total_tokens,cost_usd,efficiency,llm_calls,docs_retrieved,avg_similarity
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k3,U2,1.0,1,442,69,511,0.000642,0.1603,1,3,0.5853
11,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,always_retrieve_k5,U2,1.0,1,665,67,732,0.0008,0.15158,1,5,0.5103
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_think,Laurie Metcalf,1.0,1,70,70,140,0.000367,0.20207,1,,
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k3,Laurie Metcalf,1.0,1,554,47,601,0.000627,0.15624,1,3,0.547
12,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,always_retrieve_k5,Laurie Metcalf,1.0,1,853,44,897,0.000838,0.14706,1,5,0.526
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_think,London,0.0,0,80,51,131,0.000289,0.0,1,,
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k3,"Nairobi, Kenya",1.0,1,480,70,550,0.000675,0.15844,1,3,0.4902
13,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",always_retrieve_k5,"Nairobi, Kenya",1.0,1,762,52,814,0.000806,0.14918,1,5,0.3809
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_think,Cyclic Defrost,1.0,1,82,103,185,0.000525,0.19136,1,,
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k3,Cyclic Defrost,1.0,1,336,48,384,0.000468,0.16798,1,3,0.5022
14,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,always_retrieve_k5,Cyclic Defrost,1.0,1,531,48,579,0.000614,0.15716,1,5,0.4496
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_think,"About 6,000 people.",0.0,0,75,89,164,0.000457,0.0,1,,
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k3,729,0.4,0,373,62,435,0.000559,0.06581,1,3,0.5516
15,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,always_retrieve_k5,729,0.4,0,632,64,696,0.000762,0.0611,1,5,0.4741
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_think,"“A Pair of Brown Eyes” is by The Pogues; “Wild Mountain Thyme” is a traditional folk song, not originally by one specific artist.",0.0,0,74,132,206,0.00065,0.0,1,,
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k3,It’s based on Francis McPeake’s “Wild Mountain Thyme” — ultimately derived from Robert Tannahill’s “The Braes of Balquhither.”,0.1,0,477,159,636,0.001073,0.01549,1,3,0.5366
16,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,always_retrieve_k5,Robert Tannahill’s song “The Braes of Balquhither.”,0.0,0,750,96,846,0.000994,0.0,1,5,0.5125
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_think,Slaughterhouse-Five,1.0,1,81,57,138,0.000317,0.20266,1,,
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k3,*Slaughterhouse-Five*,1.0,1,511,70,581,0.000698,0.15707,1,3,0.4438
17,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,always_retrieve_k5,Slaughterhouse-Five,1.0,1,741,71,812,0.000875,0.14924,1,5,0.3987
18,What class of instrument does Apatim Majumdar play?,strings,always_think,String instrument,0.0,0,69,49,118,0.000272,0.0,1,,
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k3,"He plays the sarod, which is a stringed instrument.",0.0,0,435,67,502,0.000628,0.0,1,3,0.5271
18,What class of instrument does Apatim Majumdar play?,strings,always_retrieve_k5,A stringed instrument (the sarod).,0.0,0,810,60,870,0.000877,0.0,1,5,0.4719
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_think,Ride a Wild Pony,1.0,1,79,85,164,0.000442,0.19585,1,,
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k3,Ride a Wild Pony,1.0,1,409,65,474,0.000599,0.16225,1,3,0.6346
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k5,Ride a Wild Pony,1.0,1,727,73,800,0.000874,0.14957,1,5,0.6003
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_think,Dogs,1.0,1,71,41,112,0.000238,0.21153,1,,
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k3,They are both dog breeds.,0.0,0,415,37,452,0.000478,0.0,1,3,0.4554
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k5,Dogs,1.0,1,684,39,723,0.000688,0.15187,1,5,0.3669
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_think,Classical realism.,0.3333,0,73,67,140,0.000356,0.06736,1,,
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k3,Classical realism,0.3333,0,409,46,455,0.000514,0.05444,1,3,0.6424
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k5,Classical realism,0.3333,0,936,59,995,0.000968,0.04828,1,5,0.5957
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_think,The Royal Air Force (RAF).,0.8571,0,73,69,142,0.000365,0.17271,1,,
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k3,Both were part of the Royal Air Force (RAF).,0.5455,0,346,67,413,0.000561,0.09052,1,3,0.6039
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k5,The Royal Air Force (RAF) fighter operations.,0.6667,0,593,75,668,0.000782,0.10247,1,5,0.5702
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_think,Irish (Gaelic),0.0,0,76,62,138,0.000336,0.0,1,,
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k3,Norwegian,0.6667,0,358,53,411,0.000507,0.11072,1,3,0.4849
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k5,Norwegian language,1.0,1,662,55,717,0.000744,0.15206,1,5,0.4043
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_think,The Parthian Empire.,1.0,1,84,71,155,0.000382,0.19803,1,,
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k3,The Parthian Empire,1.0,1,436,63,499,0.000611,0.16091,1,3,0.5924
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k5,The Parthian Empire.,1.0,1,574,64,638,0.000718,0.1548,1,5,0.5266
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_think,Stone Brewing,1.0,1,85,52,137,0.000298,0.20295,1,,
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k3,Stone Brewing Co.,0.8,0,341,51,392,0.000485,0.13392,1,3,0.5896
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k5,Stone Brewing Co.,0.8,0,559,46,605,0.000626,0.12487,1,5,0.5476
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_think,Tim Cluess,1.0,1,80,74,154,0.000393,0.19828,1,,
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k3,"Steve Prohm, based on the provided context.",0.0,0,401,124,525,0.000859,0.0,1,3,0.3792
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k5,Tim Cluess has led his team for a longer period of time.,0.3077,0,706,118,824,0.00106,0.04582,1,5,0.3414
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_think,World War I,0.3333,0,82,76,158,0.000403,0.06576,1,,
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k3,The Cold War (1947–91),1.0,1,554,100,654,0.000865,0.15421,1,3,0.5672
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k5,The Great Game in Central Asia.,0.0,0,870,147,1017,0.001314,0.0,1,5,0.5267
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_think,About 100 miles (160 km) from Sacramento.,0.5,0,69,85,154,0.000434,0.09914,1,,
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k3,About 115 miles (185 km) from Sacramento.,0.8333,0,408,76,484,0.000648,0.13475,1,3,0.4947
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k5,About 115 miles (185 km) south of Sacramento.,0.7692,0,716,78,794,0.000888,0.11518,1,5,0.4541
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_think,Pul-e Alam,0.5,0,76,46,122,0.000264,0.1039,1,,
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k3,Pul-i-Alam,0.0,0,416,67,483,0.000613,0.0,1,3,0.6588
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k5,Puli Alam,1.0,1,556,47,603,0.000628,0.15616,1,5,0.5667
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_think,"**2,295**",0.0,0,75,62,137,0.000335,0.0,1,,
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k3,314,0.0,0,325,50,375,0.000469,0.0,1,3,0.5218
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k5,310,1.0,1,519,42,561,0.000578,0.15794,1,5,0.4665
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_think,Kitty Hawk,1.0,1,78,58,136,0.000319,0.20325,1,,
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k3,**Kitty Hawk**,1.0,1,476,59,535,0.000622,0.15913,1,3,0.5595
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k5,**Kitty Hawk**,1.0,1,830,46,876,0.00083,0.14757,1,5,0.5222
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_think,"Marvel Comics, specifically the Nick Fury/S.H.I.E.L.D. comic series.",0.25,0,72,75,147,0.000391,0.05003,1,,
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k3,**Nick Fury vs. S.H.I.E.L.D.**,0.0,0,402,81,483,0.000666,0.0,1,3,0.6283
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k5,**Nick Fury vs. S.H.I.E.L.D.**,0.0,0,498,103,601,0.000837,0.0,1,5,0.6182
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_think,Bing Crosby,0.5714,0,87,44,131,0.000263,0.11703,1,,
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k3,Bing Crosby,0.5714,0,322,40,362,0.000421,0.09694,1,3,0.5199
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k5,Bing Crosby,0.5714,0,545,49,594,0.000629,0.08945,1,5,0.488
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_think,Christopher Leonard,0.0,0,79,63,142,0.000343,0.0,1,,
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k3,Jane Mayer,1.0,1,500,61,561,0.00065,0.15794,1,3,0.6498
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k5,Jane Mayer,1.0,1,741,61,802,0.00083,0.14951,1,5,0.6303
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_think,Albany County,0.6667,0,80,60,140,0.00033,0.13471,1,,
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k3,Albany County,0.6667,0,633,55,688,0.000722,0.10201,1,3,0.6594
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k5,Albany County,0.6667,0,976,61,1037,0.001007,0.09599,1,5,0.6273
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_think,Chiwetel Ejiofor,1.0,1,74,54,128,0.000298,0.20577,1,,
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k3,Chiwetel Ejiofor,1.0,1,535,65,600,0.000694,0.15628,1,3,0.4296
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k5,Chiwetel Ejiofor,1.0,1,597,63,660,0.000731,0.15399,1,5,0.3717
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_think,Agra,1.0,1,70,63,133,0.000336,0.20417,1,,
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k3,Agra,1.0,1,353,53,406,0.000503,0.16642,1,3,0.572
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k5,Agra,1.0,1,534,82,616,0.00077,0.15565,1,5,0.5524
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_think,Sacramento,0.0,0,84,93,177,0.000481,0.0,1,,
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k3,Rome,1.0,1,386,62,448,0.000568,0.16375,1,3,0.5463
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k5,Rome,1.0,1,533,74,607,0.000733,0.156,1,5,0.538
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_think,Shire River,0.0,0,78,58,136,0.000319,0.0,1,,
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k3,Mwabvi River,0.0,0,381,54,435,0.000529,0.0,1,3,0.5224
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k5,Mwabvi River,0.0,0,652,58,710,0.00075,0.0,1,5,0.4682
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_think,Smoothie King Center,1.0,1,75,50,125,0.000281,0.20677,1,,
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k3,Smoothie King Center,1.0,1,365,57,422,0.00053,0.16536,1,3,0.5148
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k5,Smoothie King Center,1.0,1,582,41,623,0.000621,0.15537,1,5,0.48
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_think,"Their trademark harmonica-driven sound, especially John Popper’s harmonica playing.",0.0,0,73,85,158,0.000437,0.0,1,,
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k3,John Popper’s harmonica-driven jam band sound.,0.0,0,273,75,348,0.000542,0.0,1,3,0.6498
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k5,"Their trademark jam band sound, especially their extensive use of segues in live performances.",0.4444,0,422,86,508,0.000704,0.07131,1,5,0.6264
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k3,Lady Charlotte Elliot,0.4,0,253,96,349,0.000622,0.06828,1,3,0.4151
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k5,Lady Charlotte Elliot,0.4,0,411,84,495,0.000686,0.06445,1,5,0.3911
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_think,World War II,1.0,1,95,54,149,0.000314,0.19958,1,,
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k3,World War II,1.0,1,326,74,400,0.000577,0.16683,1,3,0.553
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k5,World War II,1.0,1,723,59,782,0.000808,0.15008,1,5,0.5301
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_think,Oklahoma State University.,1.0,1,70,49,119,0.000273,0.20888,1,,
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k3,Oklahoma State University,1.0,1,524,56,580,0.000645,0.15712,1,3,0.5147
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k5,Oklahoma State University,1.0,1,1183,63,1246,0.001171,0.14028,1,5,0.4373
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_think,Nick Carter,0.0,0,71,59,130,0.000319,0.0,1,,
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k3,Brady Seals,1.0,1,543,84,627,0.000785,0.15522,1,3,0.5946
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k5,Brady Seals has released more solo albums.,0.4444,0,757,110,867,0.001063,0.06569,1,5,0.5518
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_think,Nusretiye Mosque,1.0,1,84,67,151,0.000364,0.19905,1,,
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k3,Nusretiye Mosque,1.0,1,324,77,401,0.000589,0.16677,1,3,0.664
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k5,Nusretiye Mosque,1.0,1,526,78,604,0.000746,0.15612,1,5,0.6217
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_think,Southeastern Oklahoma State University,0.3333,0,84,69,153,0.000374,0.06618,1,,
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k3,Georgetown University,1.0,1,481,80,561,0.000721,0.15794,1,3,0.4961
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k5,Georgetown University,1.0,1,824,60,884,0.000888,0.14737,1,5,0.4654
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_think,Turkey,1.0,1,74,44,118,0.000253,0.20924,1,,
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k3,Turkey,1.0,1,327,44,371,0.000443,0.16895,1,3,0.5498
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k5,Turkey,1.0,1,608,52,660,0.00069,0.15399,1,5,0.5095
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_think,William McKinley,1.0,1,90,73,163,0.000396,0.19608,1,,
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_retrieve_k3,William McKinley,1.0,1,401,81,482,0.000665,0.16181,1,3,0.6344
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_retrieve_k5,William McKinley,1.0,1,776,60,836,0.000852,0.14859,1,5,0.5883
