question_id,method,k,answer_pred,answer_gt,em,f1,precision,recall,input_tokens,output_tokens,cost_usd,selected_titles
5ac3d9135542995c82c4ac4c,linucb,3,729,729 at the 2010 census,0.0,0.4,1.0,0.25,412,1,6.24e-05,"[""Munsonville, New Hampshire"", ""Sullivan's Corner Historic District"", ""Nelson, New Hampshire""]"
5ac3d9135542995c82c4ac4c,linucb,5,729,729 at the 2010 census,0.0,0.4,1.0,0.25,548,1,8.280000000000001e-05,"[""Munsonville, New Hampshire"", ""Sullivan's Corner Historic District"", ""Nelson, New Hampshire"", ""Buchanan Township, Atchison County, Missouri"", ""Dade County, Georgia""]"
5ae129115542990adbacf722,linucb,2,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,355,5,5.625e-05,"[""A Pair of Brown Eyes"", ""Brown Eyes (song)""]"
5ae129115542990adbacf722,linucb,3,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,576,5,8.939999999999999e-05,"[""A Pair of Brown Eyes"", ""Brown Eyes (song)"", ""Wild Mountain Thyme""]"
5ae129115542990adbacf722,linucb,5,Francis McPeake,Francis McPeake,1.0,1.0,1.0,1.0,693,5,0.00010695000000000001,"[""A Pair of Brown Eyes"", ""Brown Eyes (song)"", ""Wild Mountain Thyme"", ""Brown Eyes (band)"", ""Beautiful Brown Eyes""]"
5a86769c5542994775f60776,linucb,2,The Magic Christian,Slaughterhouse-Five,0.0,0.0,0.0,0.0,402,3,6.209999999999999e-05,"[""Armageddon in Retrospect"", ""The Magic Christian (novel)""]"
5a86769c5542994775f60776,linucb,3,The Magic Christian,Slaughterhouse-Five,0.0,0.0,0.0,0.0,550,3,8.43e-05,"[""Armageddon in Retrospect"", ""The Magic Christian (novel)"", ""Little Big Man (novel)""]"
5a86769c5542994775f60776,linucb,5,Slaughterhouse-Five,Slaughterhouse-Five,1.0,1.0,1.0,1.0,702,5,0.0001083,"[""Armageddon in Retrospect"", ""The Magic Christian (novel)"", ""Little Big Man (novel)"", ""Hugh Gallagher (humorist)"", ""Kurt Vonnegut""]"
5ab31864554299233954ff06,linucb,2,Sarod,strings,0.0,0.0,0.0,0.0,330,2,5.07e-05,"[""Apratim Majumdar"", ""Experimental musical instrument""]"
5ab31864554299233954ff06,linucb,3,Sarod,strings,0.0,0.0,0.0,0.0,394,2,6.0299999999999995e-05,"[""Apratim Majumdar"", ""Experimental musical instrument"", ""Chander Bari""]"
5ab31864554299233954ff06,linucb,5,Sarod,strings,0.0,0.0,0.0,0.0,619,2,9.405e-05,"[""Apratim Majumdar"", ""Experimental musical instrument"", ""Chander Bari"", ""Asset classes"", ""Udaka vadya""]"
5a7b1023554299042af8f6c2,linucb,2,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,248,4,3.9599999999999994e-05,"[""Ride a Wild Pony"", ""The Many Adventures of Winnie the Pooh""]"
5a7b1023554299042af8f6c2,linucb,3,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,376,4,5.879999999999999e-05,"[""Ride a Wild Pony"", ""The Many Adventures of Winnie the Pooh"", ""The Wild Pony""]"
5a7b1023554299042af8f6c2,linucb,5,Ride a Wild Pony,Ride a Wild Pony,1.0,1.0,1.0,1.0,739,4,0.00011325,"[""Ride a Wild Pony"", ""The Many Adventures of Winnie the Pooh"", ""The Wild Pony"", ""Winnie the Pooh (song)"", ""Pony Penning""]"
5ac19f405542991316484b5b,linucb,2,dog,dogs,0.0,0.0,0.0,0.0,278,1,4.23e-05,"[""Berger Blanc Suisse"", ""Pandikona""]"
5ac19f405542991316484b5b,linucb,3,dogs,dogs,1.0,1.0,1.0,1.0,346,1,5.25e-05,"[""Berger Blanc Suisse"", ""Pandikona"", ""Progression of Animals""]"
5ac19f405542991316484b5b,linucb,5,dog breeds,dogs,0.0,0.0,0.0,0.0,612,2,9.3e-05,"[""Berger Blanc Suisse"", ""Pandikona"", ""Progression of Animals"", ""Ticks of domestic animals"", ""Piranha: Wolf In The Water""]"
5ae382ee5542992e3233c430,linucb,2,noanswer,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.0,0.0,0.0,241,2,3.735e-05,"[""Carl von Clausewitz"", ""Panzer Division Clausewitz""]"
5ae382ee5542992e3233c430,linucb,3,noanswer,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.0,0.0,0.0,369,2,5.6550000000000006e-05,"[""Carl von Clausewitz"", ""Panzer Division Clausewitz"", ""Battle of Wavre""]"
5ae382ee5542992e3233c430,linucb,5,Classical realism,Modern thinkers associated with classical realism are Carl von Clausewitz,0.0,0.33333333333333337,1.0,0.2,622,3,9.51e-05,"[""Carl von Clausewitz"", ""Panzer Division Clausewitz"", ""Battle of Wavre"", ""Classical realism (international relations)"", ""War from the Ground Up""]"
5adcdf455542994ed6169c11,linucb,2,Royal Air Force,Royal Air Force,1.0,1.0,1.0,1.0,299,3,4.665e-05,"[""Hawker Hurricane"", ""No. 1455 Flight RAF""]"
5adcdf455542994ed6169c11,linucb,3,RAF,Royal Air Force,0.0,0.0,0.0,0.0,355,1,5.385e-05,"[""Hawker Hurricane"", ""No. 1455 Flight RAF"", ""Sindlinger Hawker Hurricane""]"
5adcdf455542994ed6169c11,linucb,5,Royal Air Force,Royal Air Force,1.0,1.0,1.0,1.0,512,3,7.86e-05,"[""Hawker Hurricane"", ""No. 1455 Flight RAF"", ""Sindlinger Hawker Hurricane"", ""Hawker Typhoon"", ""Hawker Tornado""]"
5ac35a7e554299741d48a257,linucb,2,noanswer,Norwegian language,0.0,0.0,0.0,0.0,317,2,4.875e-05,"[""Torstein Ellingsen"", ""The Real Thing (Norwegian band)""]"
5ac35a7e554299741d48a257,linucb,3,noanswer,Norwegian language,0.0,0.0,0.0,0.0,534,2,8.13e-05,"[""Torstein Ellingsen"", ""The Real Thing (Norwegian band)"", ""Unrecognized ethnic groups in China""]"
5ac35a7e554299741d48a257,linucb,5,Norwegian,Norwegian language,0.0,0.6666666666666666,1.0,0.5,681,2,0.00010334999999999999,"[""Torstein Ellingsen"", ""The Real Thing (Norwegian band)"", ""Unrecognized ethnic groups in China"", ""Fezara people"", ""Norwegians""]"
5ab2659e554299340b5254b2,linucb,2,Parthian Empire,the Parthian Empire,1.0,1.0,1.0,1.0,309,4,4.875e-05,"[""Farrukhzad Khosrow V"", ""Sasanian Empire""]"
5ab2659e554299340b5254b2,linucb,3,Parthian Empire,the Parthian Empire,1.0,1.0,1.0,1.0,383,4,5.984999999999999e-05,"[""Farrukhzad Khosrow V"", ""Sasanian Empire"", ""Samo's Empire""]"
5ab2659e554299340b5254b2,linucb,5,Parthian Empire,the Parthian Empire,1.0,1.0,1.0,1.0,636,4,9.779999999999999e-05,"[""Farrukhzad Khosrow V"", ""Sasanian Empire"", ""Samo's Empire"", ""Duchy of Thuringia"", ""Chach of Alor""]"
5adcbb815542994ed6169bde,linucb,2,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,323,4,5.0849999999999996e-05,"[""Beer Wars"", ""List of breweries in California""]"
5adcbb815542994ed6169bde,linucb,3,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,485,4,7.515000000000001e-05,"[""Beer Wars"", ""List of breweries in California"", ""Beer in South Korea""]"
5adcbb815542994ed6169bde,linucb,5,Stone Brewing Co.,Stone Brewing,0.0,0.8,0.6666666666666666,1.0,640,4,9.84e-05,"[""Beer Wars"", ""List of breweries in California"", ""Beer in South Korea"", ""List of breweries and wineries in South Dakota"", ""Namibia Breweries Limited""]"
5a74f8bd5542993748c8976a,linucb,2,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,427,4,6.645e-05,"[""2010\u201311 Iona Gaels men's basketball team"", ""2015\u201316 Iona Gaels men's basketball team""]"
5a74f8bd5542993748c8976a,linucb,3,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,584,4,8.999999999999999e-05,"[""2010\u201311 Iona Gaels men's basketball team"", ""2015\u201316 Iona Gaels men's basketball team"", ""2013\u201314 Iona Gaels men's basketball team""]"
5a74f8bd5542993748c8976a,linucb,5,Tim Cluess,Tim Cluess,1.0,1.0,1.0,1.0,889,4,0.00013575,"[""2010\u201311 Iona Gaels men's basketball team"", ""2015\u201316 Iona Gaels men's basketball team"", ""2013\u201314 Iona Gaels men's basketball team"", ""2012\u201313 Iona Gaels men's basketball team"", ""2016\u201317 Iona Gaels men's basketball team""]"
5ade25ed5542997c77aded70,linucb,2,noanswer,the Cold War (1947–91),0.0,0.0,0.0,0.0,508,2,7.740000000000001e-05,"[""Russia\u2013United Kingdom relations"", ""Nicholas II of Russia""]"
5ade25ed5542997c77aded70,linucb,3,noanswer,the Cold War (1947–91),0.0,0.0,0.0,0.0,593,2,9.015000000000001e-05,"[""Russia\u2013United Kingdom relations"", ""Nicholas II of Russia"", ""Grand Duke Vladimir Alexandrovich of Russia""]"
5ade25ed5542997c77aded70,linucb,5,noanswer,the Cold War (1947–91),0.0,0.0,0.0,0.0,867,2,0.00013125,"[""Russia\u2013United Kingdom relations"", ""Nicholas II of Russia"", ""Grand Duke Vladimir Alexandrovich of Russia"", ""Grand Duke Sergei Alexandrovich of Russia"", ""Grand Duke Alexander Alexandrovich of Russia""]"
5a78ae8b5542990784727730,linucb,2,noanswer,about 115 miles (185 km),0.0,0.0,0.0,0.0,426,2,6.51e-05,"[""ATP Flight School"", ""Jeremiah Atwater""]"
5a78ae8b5542990784727730,linucb,3,noanswer,about 115 miles (185 km),0.0,0.0,0.0,0.0,590,2,8.97e-05,"[""ATP Flight School"", ""Jeremiah Atwater"", ""American Flyers (flight school)""]"
5a78ae8b5542990784727730,linucb,5,noanswer,about 115 miles (185 km),0.0,0.0,0.0,0.0,789,2,0.00011954999999999999,"[""ATP Flight School"", ""Jeremiah Atwater"", ""American Flyers (flight school)"", ""American Airlines Flight 157"", ""Huffman Aviation""]"
5ae12a4b55429920d52342df,linucb,2,Pul-i-Alam,Puli Alam,0.0,0.0,0.0,0.0,327,4,5.145e-05,"[""Baraki Barak"", ""Baraki Barak District""]"
5ae12a4b55429920d52342df,linucb,3,Logar Province,Puli Alam,0.0,0.0,0.0,0.0,402,3,6.209999999999999e-05,"[""Baraki Barak"", ""Baraki Barak District"", ""Baraki Barak airstrike""]"
5ae12a4b55429920d52342df,linucb,5,Puli Alam,Puli Alam,1.0,1.0,1.0,1.0,595,3,9.105e-05,"[""Baraki Barak"", ""Baraki Barak District"", ""Baraki Barak airstrike"", ""Logar Province"", ""Baraki Rajan""]"
5ae22eae554299495565da30,linucb,2,noanswer,310,0.0,0.0,0.0,0.0,229,2,3.5550000000000004e-05,"[""Black Crescent Mountain"", ""Crescent Range""]"
5ae22eae554299495565da30,linucb,3,noanswer,310,0.0,0.0,0.0,0.0,366,2,5.61e-05,"[""Black Crescent Mountain"", ""Crescent Range"", ""Mount Crescent""]"
5ae22eae554299495565da30,linucb,5,noanswer,310,0.0,0.0,0.0,0.0,529,2,8.054999999999999e-05,"[""Black Crescent Mountain"", ""Crescent Range"", ""Mount Crescent"", ""Crescent Mills, California"", ""Orange Walk Town""]"
5ab6aa4c55429953192ad359,linucb,2,noanswer,"""Kitty Hawk""",0.0,0.0,0.0,0.0,373,2,5.715e-05,"[""Moon tree"", ""Moon Machines""]"
5ab6aa4c55429953192ad359,linucb,3,noanswer,"""Kitty Hawk""",0.0,0.0,0.0,0.0,486,2,7.41e-05,"[""Moon tree"", ""Moon Machines"", ""AS-201""]"
5ab6aa4c55429953192ad359,linucb,5,noanswer,"""Kitty Hawk""",0.0,0.0,0.0,0.0,768,2,0.0001164,"[""Moon tree"", ""Moon Machines"", ""AS-201"", ""Apollo 16"", ""Apollo (spacecraft)""]"
5adf3e835542993a75d26442,linucb,2,Ultimate Marvel Team-Up,Marvel,0.0,0.5,0.3333333333333333,1.0,344,4,5.4e-05,"[""Ultimate Nick Fury"", ""Nick Fury (2017 comic book)""]"
5adf3e835542993a75d26442,linucb,3,noanswer,Marvel,0.0,0.0,0.0,0.0,383,2,5.8649999999999996e-05,"[""Ultimate Nick Fury"", ""Nick Fury (2017 comic book)"", ""List of Nick Fury comics""]"
5adf3e835542993a75d26442,linucb,5,Nick Fury vs. S.H.I.E.L.D.,Marvel,0.0,0.0,0.0,0.0,614,11,9.869999999999999e-05,"[""Ultimate Nick Fury"", ""Nick Fury (2017 comic book)"", ""List of Nick Fury comics"", ""Wolverine/Nick Fury: The Scorpio Connection"", ""Nick Fury vs. S.H.I.E.L.D.""]"
5a8ee3a755429917b4a5be02,linucb,2,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,318,3,4.95e-05,"[""College Humor (film)"", ""Sitting Pretty (1933 film)""]"
5a8ee3a755429917b4a5be02,linucb,3,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,459,3,7.065e-05,"[""College Humor (film)"", ""Sitting Pretty (1933 film)"", ""International House (1933 film)""]"
5a8ee3a755429917b4a5be02,linucb,5,Bing Crosby,"Harry Lillis ""Bing"" Crosby Jr.",0.0,0.5714285714285715,1.0,0.4,530,3,8.13e-05,"[""College Humor (film)"", ""Sitting Pretty (1933 film)"", ""International House (1933 film)"", ""Melody Cruise (film)"", ""Hallelujah, I'm a Bum (film)""]"
5ac0dcf25542996f0d89cc2c,linucb,2,noanswer,Jane Mayer,0.0,0.0,0.0,0.0,378,2,5.79e-05,"[""Koch family"", ""Koch family foundations""]"
5ac0dcf25542996f0d89cc2c,linucb,3,noanswer,Jane Mayer,0.0,0.0,0.0,0.0,544,2,8.28e-05,"[""Koch family"", ""Koch family foundations"", ""David Koch""]"
5ac0dcf25542996f0d89cc2c,linucb,5,Jane Mayer,Jane Mayer,1.0,1.0,1.0,1.0,780,2,0.0001182,"[""Koch family"", ""Koch family foundations"", ""David Koch"", ""Fred C. Koch"", ""Dark Money (book)""]"
5a7e618155429949594199b0,linucb,2,Albany,Albany,1.0,1.0,1.0,1.0,477,2,7.274999999999999e-05,"[""New York State Route 9R"", ""New York State Route 9N""]"
5a7e618155429949594199b0,linucb,3,Albany County,Albany,0.0,0.6666666666666666,0.5,1.0,632,3,9.66e-05,"[""New York State Route 9R"", ""New York State Route 9N"", ""New York State Route 157A""]"
5a7e618155429949594199b0,linucb,5,Albany County,Albany,0.0,0.6666666666666666,0.5,1.0,981,3,0.00014895,"[""New York State Route 9R"", ""New York State Route 9N"", ""New York State Route 157A"", ""New York State Route 418"", ""New York State Route 9B""]"
5ab916e155429919ba4e23a4,linucb,2,noanswer,Chiwetel Ejiofor,0.0,0.0,0.0,0.0,252,2,3.9e-05,"[""12 Years a Slave (score)"", ""Sinan Tuzcu""]"
5ab916e155429919ba4e23a4,linucb,3,Chiwetel Ejiofor,Chiwetel Ejiofor,1.0,1.0,1.0,1.0,292,6,4.7399999999999993e-05,"[""12 Years a Slave (score)"", ""Sinan Tuzcu"", ""Jamba (footballer)""]"
5ab916e155429919ba4e23a4,linucb,5,Chiwetel Ejiofor,Chiwetel Ejiofor,1.0,1.0,1.0,1.0,389,6,6.195e-05,"[""12 Years a Slave (score)"", ""Sinan Tuzcu"", ""Jamba (footballer)"", ""Levan Kobiashvili"", ""Jos\u00e9 Marcos Garay""]"
5a713b325542994082a3e6b5,linucb,2,Agra,Agra,1.0,1.0,1.0,1.0,338,2,5.19e-05,"[""Taj Mahal"", ""Black Taj Mahal""]"
5a713b325542994082a3e6b5,linucb,3,noanswer,Agra,0.0,0.0,0.0,0.0,455,2,6.945000000000001e-05,"[""Taj Mahal"", ""Black Taj Mahal"", ""Taj Mahal, Bulandshahar""]"
5a713b325542994082a3e6b5,linucb,5,noanswer,Agra,0.0,0.0,0.0,0.0,727,2,0.00011025,"[""Taj Mahal"", ""Black Taj Mahal"", ""Taj Mahal, Bulandshahar"", ""Taj Mahal Bangladesh"", ""The Taj Mahal Palace Hotel""]"
5a87c13f5542996e4f30890c,linucb,2,noanswer,Rome,0.0,0.0,0.0,0.0,263,2,4.065e-05,"[""Festival Puccini"", ""Jacopo Puccini""]"
5a87c13f5542996e4f30890c,linucb,3,Rome,Rome,1.0,1.0,1.0,1.0,333,1,5.0549999999999995e-05,"[""Festival Puccini"", ""Jacopo Puccini"", ""Tosca (1956 film)""]"
5a87c13f5542996e4f30890c,linucb,5,Rome,Rome,1.0,1.0,1.0,1.0,532,1,8.04e-05,"[""Festival Puccini"", ""Jacopo Puccini"", ""Tosca (1956 film)"", ""La Boh\u00e8me (1988 film)"", ""Cesira Ferrani""]"
5a8843cd5542994846c1ce75,linucb,2,Mwabvi river,Buffalo,0.0,0.0,0.0,0.0,386,4,6.0299999999999995e-05,"[""Mwabvi Wildlife Reserve"", ""Katonga Wildlife Reserve""]"
5a8843cd5542994846c1ce75,linucb,3,Mwabvi river,Buffalo,0.0,0.0,0.0,0.0,467,4,7.245e-05,"[""Mwabvi Wildlife Reserve"", ""Katonga Wildlife Reserve"", ""Mastigouche Wildlife Reserve""]"
5a8843cd5542994846c1ce75,linucb,5,Mwabvi river,Buffalo,0.0,0.0,0.0,0.0,663,4,0.00010185000000000001,"[""Mwabvi Wildlife Reserve"", ""Katonga Wildlife Reserve"", ""Mastigouche Wildlife Reserve"", ""Krau Wildlife Reserve"", ""Ferlo Sud Wildlife Reserve""]"
5ab90d8955429916710eb0f1,linucb,2,noanswer,Smoothie King Center,0.0,0.0,0.0,0.0,276,2,4.26e-05,"[""Jalen Jones"", ""Washington NBA G League team""]"
