question_id,question,ground_truth,method,answer,f1_score,exact_match,input_tokens,output_tokens,total_tokens,cost_usd,efficiency,llm_calls,docs_retrieved,avg_similarity
19," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,always_retrieve_k5,Ride a Wild Pony,1.0,1,728,68,796,0.00015,0.14968,1,5,0.6003
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_think,Both are breeds of dogs.,0.3333,0,72,78,150,5.8e-05,0.06644,1,,
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k3,Both are breeds of dogs.,0.3333,0,416,45,461,8.9e-05,0.05433,1,3,0.4554
20,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,always_retrieve_k5,Both are breeds of dogs.,0.3333,0,685,73,758,0.000147,0.05026,1,5,0.367
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_think,Clausewitz is associated with a pragmatic form of realism in military theory.,0.381,0,74,117,191,8.1e-05,0.07246,1,,
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k3,Classical Realism,0.3333,0,410,80,490,0.000109,0.05379,1,3,0.6424
21,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,always_retrieve_k5,Classical Realism,0.3333,0,937,78,1015,0.000187,0.04814,1,5,0.5956
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_think,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force during World War II.,0.3,0,74,120,194,8.3e-05,0.05689,1,,
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k3,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,347,126,473,0.000128,0.04637,1,3,0.6039
22,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,always_retrieve_k5,Both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF) during World War II.,0.2857,0,594,140,734,0.000173,0.04329,1,5,0.5702
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_think,Norwegian,0.6667,0,77,66,143,5.1e-05,0.13414,1,,
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k3,Norwegian,0.6667,0,359,58,417,8.9e-05,0.11046,1,3,0.4849
23,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,always_retrieve_k5,Norwegian,0.6667,0,663,61,724,0.000136,0.10122,1,5,0.4044
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_think,Parthian Empire,1.0,1,85,75,160,5.8e-05,0.1968,1,,
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k3,Parthian Empire,1.0,1,437,70,507,0.000108,0.1605,1,3,0.5925
24,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,always_retrieve_k5,The Parthian Empire.,1.0,1,575,87,662,0.000138,0.15392,1,5,0.5266
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_think,Stone Brewing,1.0,1,86,80,166,6.1e-05,0.19539,1,,
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k3,Stone Brewing Co.,0.8,0,342,60,402,8.7e-05,0.13336,1,3,0.5896
25,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,always_retrieve_k5,Stone Brewing Co.,0.8,0,560,73,633,0.000128,0.12399,1,5,0.5476
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_think,Tim Cluess has led his team for a longer period of time.,0.3077,0,81,157,238,0.000106,0.05618,1,,
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k3,Insufficient information to determine which coach has led their team longer.,0.0,0,402,160,562,0.000156,0.0,1,3,0.3792
26,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,always_retrieve_k5,Tim Cluess has led his team for a longer period of time than Steve Prohm.,0.25,0,707,132,839,0.000185,0.03713,1,5,0.3414
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_think,The rivalry occurred during the Russian Civil War following the abdication of Emperor Nicholas II.,0.1333,0,83,159,242,0.000108,0.02427,1,,
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k3,The Russian Civil War.,0.3333,0,555,87,642,0.000135,0.05155,1,3,0.5672
27,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),always_retrieve_k5,The Russian Civil War.,0.3333,0,871,79,950,0.000178,0.04861,1,5,0.5268
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_think,Approximately 120 miles.,0.25,0,70,96,166,6.8e-05,0.04885,1,,
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k3,115 miles (185 km),0.8889,0,409,81,490,0.00011,0.14345,1,3,0.4947
28,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),always_retrieve_k5,115 miles (185 km) south of Sacramento.,0.6667,0,717,83,800,0.000157,0.09971,1,5,0.4541
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_think,Pul-e-Alam,0.0,0,77,57,134,4.6e-05,0.0,1,,
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k3,Baraki Barak.,0.0,0,417,70,487,0.000105,0.0,1,3,0.6588
29,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,always_retrieve_k5,Puli Alam,1.0,1,557,56,613,0.000117,0.15576,1,5,0.5667
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_think,"The population of Black Mountain, North Carolina in 2010 was 7,655.",0.0,0,76,89,165,6.5e-05,0.0,1,,
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k3,311,0.0,0,326,110,436,0.000115,0.0,1,3,0.5218
30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,always_retrieve_k5,310,1.0,1,520,53,573,0.00011,0.15742,1,5,0.4656
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_think,Kitty Hawk,1.0,1,79,64,143,5e-05,0.20121,1,,
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k3,Kitty Hawk,1.0,1,477,78,555,0.000118,0.15821,1,3,0.5595
31,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",always_retrieve_k5,Kitty Hawk,1.0,1,831,49,880,0.000154,0.14747,1,5,0.5222
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_think,The Avengers,0.0,0,73,121,194,8.4e-05,0.0,1,,
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k3,Nick Fury vs. S.H.I.E.L.D.,0.0,0,403,113,516,0.000128,0.0,1,3,0.6283
32,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,always_retrieve_k5,Nick Fury vs. S.H.I.E.L.D.,0.0,0,499,147,646,0.000163,0.0,1,5,0.6182
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_think,Bing Crosby,0.5714,0,88,61,149,5e-05,0.11404,1,,
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k3,Bing Crosby,0.5714,0,323,55,378,8.1e-05,0.09624,1,3,0.5199
33,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",always_retrieve_k5,Bing Crosby,0.5714,0,546,66,612,0.000121,0.08903,1,5,0.488
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_think,Christopher Leonard,0.0,0,80,108,188,7.7e-05,0.0,1,,
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k3,Jane Mayer,1.0,1,501,64,565,0.000114,0.15776,1,3,0.6498
34,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,always_retrieve_k5,Jane Mayer,1.0,1,742,59,801,0.000147,0.14954,1,5,0.6302
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_think,Dutchess County,0.0,0,81,92,173,6.7e-05,0.0,1,,
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k3,Albany County,0.6667,0,634,94,728,0.000151,0.10114,1,3,0.6594
35,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,always_retrieve_k5,Albany County,0.6667,0,977,98,1075,0.000205,0.0955,1,5,0.6273
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_think,Chiwetel Ejiofor,1.0,1,75,75,150,5.6e-05,0.19931,1,,
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k3,Chiwetel Ejiofor,1.0,1,536,59,595,0.000116,0.15649,1,3,0.4296
36,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,always_retrieve_k5,Chiwetel Ejiofor,1.0,1,598,54,652,0.000122,0.15428,1,5,0.3716
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_think,Agra,1.0,1,71,92,163,6.6e-05,0.19608,1,,
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k3,Agra,1.0,1,354,70,424,9.5e-05,0.16523,1,3,0.572
37,What was the capital of India when the Taj Mahal was commissioned?,Agra,always_retrieve_k5,Agra,1.0,1,535,67,602,0.00012,0.1562,1,5,0.5524
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_think,Los Angeles,0.0,0,85,81,166,6.1e-05,0.0,1,,
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k3,Rome,1.0,1,387,85,472,0.000109,0.16236,1,3,0.5464
38,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,always_retrieve_k5,Rome,1.0,1,534,66,600,0.00012,0.15628,1,5,0.538
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_think,Shire River,0.0,0,79,80,159,6e-05,0.0,1,,
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k3,Mwabvi river,0.0,0,382,54,436,9e-05,0.0,1,3,0.5224
39,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,always_retrieve_k5,Mwabvi river,0.0,0,653,83,736,0.000148,0.0,1,5,0.4682
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_think,American Airlines Center,0.3333,0,76,75,151,5.6e-05,0.06635,1,,
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k3,The context does not specify the arena where the New Orleans Pelicans play their home games.,0.0,0,366,110,476,0.000121,0.0,1,3,0.5149
40,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,always_retrieve_k5,Smoothie King Center,1.0,1,583,52,635,0.000119,0.15491,1,5,0.48
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_think,The album showcases Blues Traveler's improvisational style and live performance energy.,0.0,0,74,101,175,7.2e-05,0.0,1,,
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k3,The extensive use of segues in their live performances.,0.6667,0,274,99,373,0.0001,0.11253,1,3,0.6498
41,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,always_retrieve_k5,The extensive use of segues in their live performances.,0.6667,0,423,90,513,0.000117,0.1068,1,5,0.6264
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_think,William Ernest Henley,0.0,0,78,112,190,7.9e-05,0.0,1,,
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k3,Lady Charlotte Elliot,0.4,0,254,96,350,9.6e-05,0.06825,1,3,0.4151
42,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,always_retrieve_k5,Lady Charlotte Elliot,0.4,0,412,89,501,0.000115,0.06432,1,5,0.391
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_think,World War II,1.0,1,96,110,206,8e-05,0.18752,1,,
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k3,World War II,1.0,1,327,72,399,9.2e-05,0.1669,1,3,0.5531
43,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,always_retrieve_k5,World War II,1.0,1,724,70,794,0.000151,0.14974,1,5,0.5301
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_think,Oklahoma State University,1.0,1,71,60,131,4.7e-05,0.2048,1,,
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k3,Oklahoma State University,1.0,1,525,66,591,0.000118,0.15665,1,3,0.5147
44,Where did Cale Gundy's brother play football in college?,Oklahoma State University,always_retrieve_k5,Oklahoma State University,1.0,1,1184,46,1230,0.000205,0.14054,1,5,0.4373
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_think,Neither has released more solo albums; both have released 3.,0.0,0,72,235,307,0.000152,0.0,1,,
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k3,Nick Carter has released more solo albums (including a collaboration) than Brady Seals.,0.2857,0,544,112,656,0.000149,0.04404,1,3,0.5946
45,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,always_retrieve_k5,Brady Seals has released more solo albums.,0.4444,0,758,93,851,0.000169,0.06587,1,5,0.5517
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_think,Nusretiye Mosque,1.0,1,85,96,181,7e-05,0.19216,1,,
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k3,Nusretiye Mosque,1.0,1,325,83,408,9.9e-05,0.16629,1,3,0.664
46,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,always_retrieve_k5,Nusretiye Mosque,1.0,1,527,82,609,0.000128,0.15592,1,5,0.6217
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_think,University of Colorado,0.4,0,85,87,172,6.5e-05,0.07762,1,,
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k3,University of Colorado,0.4,0,482,70,552,0.000114,0.06334,1,3,0.4961
47,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,always_retrieve_k5,Georgetown University,1.0,1,825,59,884,0.000159,0.14737,1,5,0.4654
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_think,Turkey,1.0,1,75,65,140,5e-05,0.20207,1,,
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k3,Turkey,1.0,1,328,47,375,7.7e-05,0.16865,1,3,0.5497
48,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,always_retrieve_k5,Turkey,1.0,1,609,47,656,0.00012,0.15414,1,5,0.5096
49,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,always_think,William McKinley,1.0,1,91,101,192,7.4e-05,0.19002,1,,
