model,qid,question,ground_truth,method,answer,input_tokens,output_tokens,total_tokens,llm_calls,docs_retrieved,routed_to,f1,exact_match,cost_usd,efficiency,lambda_cost
claude_haiku_4_5,5ae518655542993aec5ec139,Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,40 members,cart_noise,40 members,1014,7,1021,1,8,retrieve,1.0,1,0.001049,0.14431,
claude_haiku_4_5,5ae518655542993aec5ec139,Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,40 members,cart_full,40 members,1014,7,1021,1,8,retrieve,1.0,1,0.001049,0.14431,1.0
claude_haiku_4_5,5ab985eb554299131ca42360,"Between Greyia and Calibanus, which genus contains more species?",Greyia,cart_base,Greyia contains more species.,203,11,214,1,2,retrieve,0.4,0,0.000258,0.07448,
claude_haiku_4_5,5ab985eb554299131ca42360,"Between Greyia and Calibanus, which genus contains more species?",Greyia,cart_noise,"Calibanus contains more species.

Greyia has three species, while Calibanus has two species.

Wait, let me reconsider: Greyia contains three species, Calibanus contains two species.",607,50,657,1,4,retrieve,0.0769,0,0.000857,0.01185,
claude_haiku_4_5,5ab985eb554299131ca42360,"Between Greyia and Calibanus, which genus contains more species?",Greyia,cart_full,Greyia contains more species.,40,11,51,1,0,think,0.4,0,9.5e-05,0.10123,1.0
claude_haiku_4_5,5a8753d95542994846c1cd63,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,cart_base,"No, only Tom Clancy did.",309,12,321,1,2,retrieve,0.0,0,0.000369,0.0,
claude_haiku_4_5,5a8753d95542994846c1cd63,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,cart_noise,"No, only Tom Clancy did.",476,12,488,1,3,retrieve,0.0,0,0.000536,0.0,
claude_haiku_4_5,5a8753d95542994846c1cd63,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,cart_full,"No, only Tom Clancy did.",476,12,488,1,3,retrieve,0.0,0,0.000536,0.0,1.0
claude_haiku_4_5,5ab97d0a5542996be202051e,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,cart_base,John André,426,5,431,1,3,retrieve,1.0,1,0.000451,0.16479,
claude_haiku_4_5,5ab97d0a5542996be202051e,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,cart_noise,John André,840,5,845,1,5,retrieve,1.0,1,0.000865,0.14836,
claude_haiku_4_5,5ab97d0a5542996be202051e,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,cart_full,John André,47,5,52,1,0,think,1.0,1,7.2e-05,0.25187,1.0
claude_haiku_4_5,5adef1b35542993a75d263af,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,cart_base,Salma Hayek,90,9,99,1,1,retrieve,0.8,0,0.000135,0.17372,
claude_haiku_4_5,5adef1b35542993a75d263af,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,cart_noise,Salma Hayek (Mexican and American),218,14,232,1,3,retrieve,0.5,0,0.000288,0.09173,
claude_haiku_4_5,5adef1b35542993a75d263af,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,cart_full,"I don't have enough information to answer this question. The name ""Ethel Houbiers"" doesn't appear in my knowledge base as a known French voice actress, and I cannot reliably identify which Mexican-American actress she may have",43,50,93,1,0,think,0.0,0,0.000293,0.0,1.0
claude_haiku_4_5,5a73b55855429978a71e9086,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,cart_base,Gatwick Airport,422,7,429,1,3,retrieve,1.0,1,0.000457,0.16491,
claude_haiku_4_5,5a73b55855429978a71e9086,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,cart_noise,Gatwick Airport,914,7,921,1,5,retrieve,1.0,1,0.000949,0.14649,
claude_haiku_4_5,5a73b55855429978a71e9086,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,cart_full,Gatwick Airport,914,7,921,1,5,retrieve,1.0,1,0.000949,0.14649,1.0
claude_haiku_4_5,5ae80919554299540e5a56f6,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,cart_base,"""The Changing Scottish Landscape"" (1991)",670,15,685,1,5,retrieve,0.8571,0,0.000745,0.13124,
claude_haiku_4_5,5ae80919554299540e5a56f6,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,cart_noise,"""The Changing Scottish Landscape"" (1991)",670,15,685,1,5,retrieve,0.8571,0,0.000745,0.13124,
claude_haiku_4_5,5ae80919554299540e5a56f6,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,cart_full,I don't have reliable information about Isabella Kelly's birthplace or who characterized it. I cannot answer this question accurately.,47,27,74,1,0,think,0.0,0,0.000182,0.0,1.0
claude_haiku_4_5,5ae361605542994393b9e69b,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",cart_base,"The context does not provide an alternative name for the submarine school facility where Robert Croft worked. The facility is only referred to as ""US Naval Submarine Base New London submarine school.""",232,41,273,1,2,retrieve,0.0625,0,0.000437,0.01113,
claude_haiku_4_5,5ae361605542994393b9e69b,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",cart_noise,Home of the Submarine Force,442,9,451,1,4,retrieve,1.0,1,0.000487,0.16357,
claude_haiku_4_5,5ae361605542994393b9e69b,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",cart_full,Home of the Submarine Force,442,9,451,1,4,retrieve,1.0,1,0.000487,0.16357,1.0
claude_haiku_4_5,5ac3a76e554299741d48a2be,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,cart_base,U2 released it first (1987).,176,13,189,1,1,retrieve,0.3333,0,0.000241,0.06353,
claude_haiku_4_5,5ac3a76e554299741d48a2be,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,cart_noise,U2 released it first in 1987.,443,14,457,1,3,retrieve,0.2857,0,0.000513,0.04663,
claude_haiku_4_5,5ac3a76e554299741d48a2be,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,cart_full,U2 released it first in 1987.,443,14,457,1,3,retrieve,0.2857,0,0.000513,0.04663,1.0
claude_haiku_4_5,5a7557d75542992d0ec05f68,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,cart_base,Laurie Metcalf,142,10,152,1,1,retrieve,1.0,1,0.000192,0.19879,
claude_haiku_4_5,5a7557d75542992d0ec05f68,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,cart_noise,Laurie Metcalf,608,10,618,1,3,retrieve,1.0,1,0.000658,0.15557,
claude_haiku_4_5,5a7557d75542992d0ec05f68,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,cart_full,Laurie Metcalf,608,10,618,1,3,retrieve,1.0,1,0.000658,0.15557,1.0
claude_haiku_4_5,5a8d12ca5542994ba4e3dbe2,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",cart_base,"Nairobi, Kenya",281,9,290,1,2,retrieve,1.0,1,0.000326,0.17626,
claude_haiku_4_5,5a8d12ca5542994ba4e3dbe2,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",cart_noise,"Nairobi, Kenya",281,9,290,1,2,retrieve,1.0,1,0.000326,0.17626,
claude_haiku_4_5,5a8d12ca5542994ba4e3dbe2,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",cart_full,"I need to find information about Fastjet Tanzania's original company before rebranding.

Fastjet Tanzania was originally founded as part of Precision Air before rebranding to Fastjet. Precision Air is based in **Dar",49,50,99,1,0,think,0.0,0,0.000299,0.0,1.0
claude_haiku_4_5,5ab7f6d35542993667794070,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,cart_base,Cyclic Defrost,229,9,238,1,2,retrieve,1.0,1,0.000274,0.1826,
claude_haiku_4_5,5ab7f6d35542993667794070,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,cart_noise,Cyclic Defrost,449,9,458,1,4,retrieve,1.0,1,0.000494,0.16316,
claude_haiku_4_5,5ab7f6d35542993667794070,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,cart_full,Cyclic Defrost,449,9,458,1,4,retrieve,1.0,1,0.000494,0.16316,1.0
claude_haiku_4_5,5ac3d9135542995c82c4ac4c,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,cart_base,729,146,5,151,1,2,retrieve,0.4,0,0.000171,0.07962,
claude_haiku_4_5,5ac3d9135542995c82c4ac4c,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,cart_noise,729,429,5,434,1,4,retrieve,0.4,0,0.000454,0.06584,
claude_haiku_4_5,5ac3d9135542995c82c4ac4c,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,cart_full,I need more information to answer this question. Munsonville's location and the city it's in are not specified in your question. Could you clarify which Munsonville you're referring to?,42,43,85,1,0,think,0.0,0,0.000257,0.0,1.0
claude_haiku_4_5,5ae129115542990adbacf722,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,cart_base,"Based on the context, ""A Pair of Brown Eyes"" by The Pogues was composed on the melody of ""Wild Mountain Thyme,"" which is a song by Francis McPeake (written for his wife). However, """,1292,50,1342,1,8,retrieve,0.1333,0,0.001542,0.01851,
claude_haiku_4_5,5ae129115542990adbacf722,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,cart_noise,"Based on the context, ""A Pair of Brown Eyes"" by The Pogues was composed on the melody of ""Wild Mountain Thyme,"" which is a song by **Francis McPeake**.",865,46,911,1,6,retrieve,0.16,0,0.001095,0.02348,
claude_haiku_4_5,5ae129115542990adbacf722,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,cart_full,"Based on the context, ""A Pair of Brown Eyes"" by The Pogues was composed on the melody of ""Wild Mountain Thyme,"" which is a song by **Francis McPeake**.",865,46,911,1,6,retrieve,0.16,0,0.001095,0.02348,1.0
claude_haiku_4_5,5a86769c5542994775f60776,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,cart_base,Slaughterhouse-Five,194,10,204,1,1,retrieve,1.0,1,0.000244,0.18786,
claude_haiku_4_5,5a86769c5542994775f60776,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,cart_noise,I cannot answer this question based on the context provided. The context does not mention any 1969 satire novel written by Kurt Vonnegut.,525,36,561,1,3,retrieve,0.0,0,0.000705,0.0,
claude_haiku_4_5,5a86769c5542994775f60776,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,cart_full,"I cannot answer this question based on the context provided. The context does not mention any 1969 satire novel by Kurt Vonnegut. While ""The Magic Christian"" was made into a film in 1969, it was",525,50,575,1,3,retrieve,0.0,0,0.000775,0.0,1.0
claude_haiku_4_5,5ab31864554299233954ff06,What class of instrument does Apatim Majumdar play?,strings,cart_base,Sarod,175,6,181,1,1,retrieve,0.0,0,0.000205,0.0,
claude_haiku_4_5,5ab31864554299233954ff06,What class of instrument does Apatim Majumdar play?,strings,cart_noise,Stringed instrument of India.,456,10,466,1,3,retrieve,0.0,0,0.000506,0.0,
claude_haiku_4_5,5ab31864554299233954ff06,What class of instrument does Apatim Majumdar play?,strings,cart_full,Stringed instruments (sitar/sarod),39,14,53,1,0,think,0.0,0,0.000109,0.0,1.0
claude_haiku_4_5,5a7b1023554299042af8f6c2," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,cart_base,Ride a Wild Pony (1975) came first.,1677,17,1694,1,9,retrieve,0.6667,0,0.001762,0.08966,
claude_haiku_4_5,5a7b1023554299042af8f6c2," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,cart_noise,Ride a Wild Pony (1975) came first.,1677,17,1694,1,9,retrieve,0.6667,0,0.001762,0.08966,
claude_haiku_4_5,5a7b1023554299042af8f6c2," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,cart_full,Ride a Wild Pony (1975) came first.,1677,17,1694,1,9,retrieve,0.6667,0,0.001762,0.08966,1.0
